Fund,Oper Unit,Dept,Agency,Agency Name,Account,Character Class,Class Description,Descr,Sum Transaction Amt,Ledger,Operating or Non,Year
030,0150,4500302,450,Fire,51070007,51,Personnel Services,IAFF ACTIVE HEALTH SUBSIDY,"42,015.38",ACTUALS,,"2,015"
001,0001,4200621,420,Police,52070007,52,Professional Services,NATURAL GAS,"26,909.67",ACTUALS,,"2,015"
330,0075,3300601,330,Public Works,52010028,52,Professional Services,MISCELLANEOUS SRVCS CONTRACTS,105.44,ACTUALS,,"2,015"
001,0001,4200841,420,Police,52280019,52,Professional Services,CHARGEBACK-VEHICLE MAINTENANCE,"17,621.00",ACTUALS,,"2,015"
001,0001,5500206,550,Parks,53100007,53,Materials and Supplies,FIRE TRAINING MATERIAL,41.98,ACTUALS,,"2,015"
716,1781,4203800,420,Police,54040001,54,Capital Purchase,ARCHITECT & ENGINEERING,"451,746.99",ACTUALS,,"2,015"
399,3001,3990304,399,Utilities,51010001,51,Personnel Services,SALARIES AND WAGES,"127,418.58",ACTUALS,,"2,015"
019,6998,4209099,420,Police,53010007,53,Materials and Supplies,COMPUTER SUPPLIES,"231,967.20",ACTUALS,,"2,015"
250,0460,2501404,250,Information Technology,51010013,51,Personnel Services,SICK LEAVE,"27,337.10",ACTUALS,,"2,015"
001,0001,3300902,330,Public Works,52049001,52,Professional Services,EMPLOYEE TRAINING,"1,869.00",ACTUALS,,"2,015"
001,0001,1000602,100,Municipal Court,53040031,53,Materials and Supplies,OTHER EQUIPMENT,448.00,ACTUALS,,"2,015"
001,0001,5500207,550,Parks,53040031,53,Materials and Supplies,OTHER EQUIPMENT,104.80,ACTUALS,,"2,015"
003,2137,3305301,330,Public Works,54040007,54,Capital Purchase,CONSTRUCTION IN PROGRESS,"356,541.08",ACTUALS,,"2,015"
001,0001,3300101,330,Public Works,51070003,51,Personnel Services,INDEMNITY ADMIN,31.01,ACTUALS,,"2,015"
001,0001,2400110,240,Planning,51010013,51,Personnel Services,SICK LEAVE,"2,265.94",ACTUALS,,"2,015"
001,0001,4200625,420,Police,52010028,52,Professional Services,MISCELLANEOUS SRVCS CONTRACTS,"422,513.04",ACTUALS,,"2,015"
330,0075,3300803,330,Public Works,51010004,51,Personnel Services,PART TIME & TEMPORARY WAGES,"2,234.80",ACTUALS,,"2,015"
001,0001,5500415,550,Parks,51010013,51,Personnel Services,SICK LEAVE,"4,091.32",ACTUALS,,"2,015"
001,0001,1000302,100,Municipal Court,51040001,51,Personnel Services,EMPLOYER'S FICA EXPENSE,"15,081.89",ACTUALS,,"2,015"
001,0001,0400201,040,City Manager,51070002,51,Personnel Services,HMO ADMIN,36.68,ACTUALS,,"2,015"
001,0001,1600202,160,Personnel,51070002,51,Personnel Services,HMO ADMIN,17.10,ACTUALS,,"2,015"
001,0001,5500413,550,Parks,53010016,53,Materials and Supplies,NON-CAPITAL FURNITURE & FIXTUR,"4,276.99",ACTUALS,,"2,015"
001,0001,3300110,330,Public Works,53890004,53,Materials and Supplies,CLOTHING & OTHER,"2,851.87",ACTUALS,,"2,015"
001,0001,3300110,330,Public Works,53010007,53,Materials and Supplies,COMPUTER SUPPLIES,"21,288.84",ACTUALS,,"2,015"
001,0001,5500515,550,Parks,53890022,53,Materials and Supplies,OTHER SUPPLIES,396.26,ACTUALS,,"2,015"
399,3001,3990110,399,Utilities,53010013,53,Materials and Supplies,NON-CAPITAL OFFICE MACHINES,278.47,ACTUALS,,"2,015"
001,0001,1900201,190,City Clerk,51010016,51,Personnel Services,VACATION,"9,107.54",ACTUALS,,"2,015"
001,0001,4200621,420,Police,53190001,53,Materials and Supplies,VETERINARY DRUGS,"2,118.30",ACTUALS,,"2,015"
399,3001,3990202,399,Utilities,51010007,51,Personnel Services,OVERTIME WAGES,"9,217.91",ACTUALS,,"2,015"
001,0001,5500518,550,Parks,51010007,51,Personnel Services,OVERTIME WAGES,"1,203.47",ACTUALS,,"2,015"
019,6970,3309200,330,Public Works,52400007,52,Professional Services,OTHER EQUIPMENT RENTAL,"128,750.70",ACTUALS,,"2,015"
003,2097,3305410,330,Public Works,54040001,54,Capital Purchase,ARCHITECT & ENGINEERING,"1,576.00",ACTUALS,,"2,015"
003,2147,3305303,330,Public Works,54040025,54,Capital Purchase,ADMIN PAYMENTS TO PUB WORKS,"11,891.34",ACTUALS,,"2,015"
330,0075,3301110,330,Public Works,53040031,53,Materials and Supplies,OTHER EQUIPMENT,"41,043.93",ACTUALS,,"2,015"
715,1778,0406103,040,City Manager,54040025,54,Capital Purchase,ADMIN PAYMENTS TO PUB WORKS,"72,700.00",ACTUALS,,"2,015"
001,0001,2400304,240,Planning,52130001,52,Professional Services,MEMBERSHIPS,"3,449.00",ACTUALS,,"2,015"
250,0460,2501307,250,Information Technology,53040025,53,Materials and Supplies,SMALL TOOLS & MINOR EQUIP,673.04,ACTUALS,,"2,015"
019,6150,2409200,240,Planning,51510004,51,Personnel Services,EMPLOYEE PARKING,80.00,ACTUALS,,"2,015"
701,1770,4203700,420,Police,52340016,52,Professional Services,MACHINERY AND EQUIPMENT MTCE,"15,442.20",ACTUALS,,"2,015"
511,0800,5112401,511,Airport,52340034,52,Professional Services,OTHER REPAIRS AND MAINTENANCE,7.67,ACTUALS,,"2,015"
001,0001,5500206,550,Parks,53040001,53,Materials and Supplies,JANITOR SUPPLIES,"20,744.33",ACTUALS,,"2,015"
001,0001,1000402,100,Municipal Court,53040013,53,Materials and Supplies,REPAIR & MAINTENANCE PARTS,"5,194.71",ACTUALS,,"2,015"
250,0460,2501307,250,Information Technology,53010007,53,Materials and Supplies,COMPUTER SUPPLIES,"7,616.63",ACTUALS,,"2,015"
511,0800,5112110,511,Airport,51070002,51,Personnel Services,HMO ADMIN,129.04,ACTUALS,,"2,015"
350,0455,3500313,350,General Services,51070004,51,Personnel Services,RETIREMENT PENSION CONTRIB,"5,357.43",ACTUALS,,"2,015"
250,0460,2500110,250,Information Technology,51510004,51,Personnel Services,EMPLOYEE PARKING,"2,965.70",ACTUALS,,"2,015"
399,3001,3990109,399,Utilities,51510004,51,Personnel Services,EMPLOYEE PARKING,965.71,ACTUALS,,"2,015"
399,3001,3990204,399,Utilities,52130001,52,Professional Services,MEMBERSHIPS,988.95,ACTUALS,,"2,015"
022,0121,4200621,420,Police,53040031,53,Materials and Supplies,OTHER EQUIPMENT,"25,401.51",ACTUALS,,"2,015"
019,6140,2408000,240,Planning,51010010,51,Personnel Services,ACCRUED LEAVE PAYOUT,"2,882.99",ACTUALS,,"2,015"
399,3501,3990604,399,Utilities,52130001,52,Professional Services,MEMBERSHIPS,768.00,ACTUALS,,"2,015"
020,0100,4200625,420,Police,52280022,52,Professional Services,CHARGEBACK FUEL,"1,899.12",ACTUALS,,"2,015"
001,0001,5800202,580,Development Services,52890001,52,Professional Services,OTHER SERVICES AND CHARGES,33.85,ACTUALS,,"2,015"
700,1750,0400402,040,City Manager,51070003,51,Personnel Services,INDEMNITY ADMIN,426.53,ACTUALS,,"2,015"
030,0150,4500401,450,Fire,51130001,51,Personnel Services,UNIFORM ALLOWANCE,"2,876.00",ACTUALS,,"2,015"
001,0001,4500110,450,Fire,51010007,51,Personnel Services,OVERTIME WAGES,"10,650.35",ACTUALS,,"2,015"
030,0150,4500101,450,Fire,51010013,51,Personnel Services,SICK LEAVE,"4,089.03",ACTUALS,,"2,015"
001,0001,5500415,550,Parks,51070004,51,Personnel Services,RETIREMENT PENSION CONTRIB,"4,340.25",ACTUALS,,"2,015"
001,0001,4200733,420,Police,52400007,52,Professional Services,OTHER EQUIPMENT RENTAL,"26,970.67",ACTUALS,,"2,015"
043,0450,0400303,040,City Manager,51070004,51,Personnel Services,RETIREMENT PENSION CONTRIB,"11,546.55",ACTUALS,,"2,015"
001,0001,4200101,420,Police,52220016,52,Professional Services,EXPENDITURE REIMBURSEMENTS,53.68,ACTUALS,,"2,015"
001,0001,4200621,420,Police,53040007,53,Materials and Supplies,FUEL,"123,657.33",ACTUALS,,"2,015"
001,0001,3300802,330,Public Works,53890022,53,Materials and Supplies,OTHER SUPPLIES,"-1,089.20",ACTUALS,,"2,015"
350,0455,3500315,350,General Services,51010007,51,Personnel Services,OVERTIME WAGES,125.74,ACTUALS,,"2,015"
070,0350,4200110,420,Police,51070004,51,Personnel Services,RETIREMENT PENSION CONTRIB,"7,213.72",ACTUALS,,"2,015"
511,0800,5112401,511,Airport,52290020,52,Professional Services,CHARGEBACK-NATURAL GAS,"86,899.73",ACTUALS,,"2,015"
019,6140,2408000,240,Planning,52550001,52,Professional Services,METRO FAIR HOUSING,"82,745.00",ACTUALS,,"2,015"
003,2030,3305301,330,Public Works,54040007,54,Capital Purchase,CONSTRUCTION IN PROGRESS,"1,640.00",ACTUALS,,"2,015"
001,0001,4200106,420,Police,51010013,51,Personnel Services,SICK LEAVE,"13,178.02",ACTUALS,,"2,015"
020,0100,4200841,420,Police,52890002,52,Professional Services,SHIPPING / FREIGHT,233.91,ACTUALS,,"2,015"
001,0001,3300110,330,Public Works,53070004,53,Materials and Supplies,DRINKS,26.64,ACTUALS,,"2,015"
001,0001,3300301,330,Public Works,51070001,51,Personnel Services,HEALTH AND WELFARE INSURANCE,"1,084,107.64",ACTUALS,,"2,015"
001,0001,5500407,550,Parks,52290020,52,Professional Services,CHARGEBACK-NATURAL GAS,0.00,ACTUALS,,"2,015"
001,0001,5500309,550,Parks,51010013,51,Personnel Services,SICK LEAVE,"2,338.98",ACTUALS,,"2,015"
001,0001,0100101,010,Mayor and Council,51040001,51,Personnel Services,EMPLOYER'S FICA EXPENSE,"12,796.92",ACTUALS,,"2,015"
001,0001,1600501,160,Personnel,51070003,51,Personnel Services,INDEMNITY ADMIN,155.05,ACTUALS,,"2,015"
020,0100,4200624,420,Police,51010001,51,Personnel Services,SALARIES AND WAGES,"60,514.69",ACTUALS,,"2,015"
250,0460,2501304,250,Information Technology,52010061,52,Professional Services,ITC MISCELLANEOUS,"27,328.69",ACTUALS,,"2,015"
750,1642,5502031,550,Parks,59010114,59,Transfers,TRSF TO GRANTS-LOC SHR-CAPITAL,"92,173.62",ACTUALS,,"2,015"
060,0330,9801005,980,Non Departmental,59010210,59,Transfers,TSF TO PPA BID/INTEREST OP,34.66,ACTUALS,,"2,015"
511,0800,5112404,511,Airport,51070001,51,Personnel Services,HEALTH AND WELFARE INSURANCE,"81,110.73",ACTUALS,,"2,015"
001,0001,3300302,330,Public Works,52280022,52,Professional Services,CHARGEBACK FUEL,"74,090.08",ACTUALS,,"2,015"
001,0001,5800201,580,Development Services,53010001,53,Materials and Supplies,OFFICE SUPPLIES,"18,138.04",ACTUALS,,"2,015"
330,0075,3300101,330,Public Works,52890001,52,Professional Services,OTHER SERVICES AND CHARGES,"5,000.00",ACTUALS,,"2,015"
003,2147,3305602,330,Public Works,54040007,54,Capital Purchase,CONSTRUCTION IN PROGRESS,"1,200.00",ACTUALS,,"2,015"
001,0001,3300803,330,Public Works,51070002,51,Personnel Services,HMO ADMIN,73.14,ACTUALS,,"2,015"
511,0800,5112203,511,Airport,51070004,51,Personnel Services,RETIREMENT PENSION CONTRIB,"31,942.62",ACTUALS,,"2,015"
001,0001,3300901,330,Public Works,53040019,53,Materials and Supplies,NONTARGET REPAIR PARTS,"1,358.45",ACTUALS,,"2,015"
399,3501,3990110,399,Utilities,51010013,51,Personnel Services,SICK LEAVE,"44,546.47",ACTUALS,,"2,015"
250,0460,2501602,250,Information Technology,51070002,51,Personnel Services,HMO ADMIN,279.40,ACTUALS,,"2,015"
003,2070,3305403,330,Public Works,54040025,54,Capital Purchase,ADMIN PAYMENTS TO PUB WORKS,611.07,ACTUALS,,"2,015"
370,0480,3990702,399,Utilities,53040007,53,Materials and Supplies,FUEL,"302,110.32",ACTUALS,,"2,015"
001,0001,1900101,190,City Clerk,51070003,51,Personnel Services,INDEMNITY ADMIN,28.58,ACTUALS,,"2,015"
399,3501,3990110,399,Utilities,52130004,52,Professional Services,SUBSCRIPTIONS,"7,381.44",ACTUALS,,"2,015"
043,0450,0400303,040,City Manager,52310004,52,Professional Services,POSTAGE,"272,327.65",ACTUALS,,"2,015"
511,0800,5112402,511,Airport,51130007,51,Personnel Services,TOOL ALLOWANCE,"2,100.00",ACTUALS,,"2,015"
003,2147,3305408,330,Public Works,52250001,52,Professional Services,ADVERTISING,22.20,ACTUALS,,"2,015"
285,0465,2800701,280,Finance,53100001,53,Materials and Supplies,EDUCATIONAL & TRAINING,123.73,ACTUALS,,"2,015"
001,0001,0400202,040,City Manager,51130004,51,Personnel Services,CAR ALLOWANCE,"1,186.97",ACTUALS,,"2,015"
330,0075,3300303,330,Public Works,53890004,53,Materials and Supplies,CLOTHING & OTHER,"18,485.41",ACTUALS,,"2,015"
001,0001,4500202,450,Fire,51010019,51,Personnel Services,EMPLOYEE INCENTIVE,80.00,ACTUALS,,"2,015"
001,0001,1000402,100,Municipal Court,52890001,52,Professional Services,OTHER SERVICES AND CHARGES,"86,830.89",ACTUALS,,"2,015"
715,1778,0406104,040,City Manager,54040001,54,Capital Purchase,ARCHITECT & ENGINEERING,"1,533,415.59",ACTUALS,,"2,015"
001,0001,1000401,100,Municipal Court,51070001,51,Personnel Services,HEALTH AND WELFARE INSURANCE,"21,675.18",ACTUALS,,"2,015"
001,0001,1900204,190,City Clerk,51130004,51,Personnel Services,CAR ALLOWANCE,120.71,ACTUALS,,"2,015"
003,2050,3305104,330,Public Works,52044002,52,Professional Services,NON-CAPITAL A&E,884.63,ACTUALS,,"2,015"
019,6140,2408000,240,Planning,52550301,52,Professional Services,STREET AND SIDEWALKS,"580,903.69",ACTUALS,,"2,015"
001,0001,4200621,420,Police,53100001,53,Materials and Supplies,EDUCATIONAL & TRAINING,"3,056.25",ACTUALS,,"2,015"
399,3001,3990404,399,Utilities,53040031,53,Materials and Supplies,OTHER EQUIPMENT,"12,085.54",ACTUALS,,"2,015"
001,0001,3500211,350,General Services,51010007,51,Personnel Services,OVERTIME WAGES,83.72,ACTUALS,,"2,015"
001,0001,4200731,420,Police,53010007,53,Materials and Supplies,COMPUTER SUPPLIES,"17,958.75",ACTUALS,,"2,015"
399,3001,3990502,399,Utilities,53040001,53,Materials and Supplies,JANITOR SUPPLIES,179.99,ACTUALS,,"2,015"
001,0001,4200110,420,Police,51070001,51,Personnel Services,HEALTH AND WELFARE INSURANCE,"286,965.67",ACTUALS,,"2,015"
001,0001,0400503,040,City Manager,51130004,51,Personnel Services,CAR ALLOWANCE,482.85,ACTUALS,,"2,015"
003,2137,3305405,330,Public Works,54040007,54,Capital Purchase,CONSTRUCTION IN PROGRESS,"183,486.27",ACTUALS,,"2,015"
511,0800,5112502,511,Airport,51010013,51,Personnel Services,SICK LEAVE,"8,483.36",ACTUALS,,"2,015"
001,0001,5500102,550,Parks,53890022,53,Materials and Supplies,OTHER SUPPLIES,0.00,ACTUALS,,"2,015"
001,0001,4500402,450,Fire,52070007,52,Professional Services,NATURAL GAS,"127,540.32",ACTUALS,,"2,015"
001,0001,3300802,330,Public Works,52280019,52,Professional Services,CHARGEBACK-VEHICLE MAINTENANCE,"2,554.00",ACTUALS,,"2,015"
001,0001,5500413,550,Parks,53130019,53,Materials and Supplies,IRRIGATION SUPPLIES,"4,863.21",ACTUALS,,"2,015"
001,0001,4200845,420,Police,51130001,51,Personnel Services,UNIFORM ALLOWANCE,"3,885.00",ACTUALS,,"2,015"
003,2040,3305302,330,Public Works,52044001,52,Professional Services,NON-CAPITAL LAND,15.00,ACTUALS,,"2,015"
051,0280,5500413,550,Parks,51510004,51,Personnel Services,EMPLOYEE PARKING,"1,328.86",ACTUALS,,"2,015"
039,0175,3503900,350,General Services,52040046,52,Professional Services,PROFESSIONAL SERVICES-OTHER,"24,712.50",ACTUALS,,"2,015"
075,1950,9800500,980,Non Departmental,52280031,52,Professional Services,CHARGEBACK-OCWUT,"146,253.00",ACTUALS,,"2,015"
001,0001,3300901,330,Public Works,51070004,51,Personnel Services,RETIREMENT PENSION CONTRIB,"164,298.34",ACTUALS,,"2,015"
001,0001,4200733,420,Police,53040019,53,Materials and Supplies,NONTARGET REPAIR PARTS,"5,330.48",ACTUALS,,"2,015"
250,0460,2501307,250,Information Technology,53890022,53,Materials and Supplies,OTHER SUPPLIES,37.92,ACTUALS,,"2,015"
001,0001,5800110,580,Development Services,52290016,52,Professional Services,CHARGEBACK-COLOR COPIES,"4,476.68",ACTUALS,,"2,015"
250,0460,2500101,250,Information Technology,51070003,51,Personnel Services,INDEMNITY ADMIN,155.05,ACTUALS,,"2,015"
001,0001,4200847,420,Police,53010001,53,Materials and Supplies,OFFICE SUPPLIES,"4,550.00",ACTUALS,,"2,015"
511,0800,5112401,511,Airport,53040007,53,Materials and Supplies,FUEL,"1,107.11",ACTUALS,,"2,015"
399,3001,3990503,399,Utilities,53040001,53,Materials and Supplies,JANITOR SUPPLIES,59.17,ACTUALS,,"2,015"
001,0001,5500517,550,Parks,53890022,53,Materials and Supplies,OTHER SUPPLIES,"93,301.15",ACTUALS,,"2,015"
330,0075,3300803,330,Public Works,51510004,51,Personnel Services,EMPLOYEE PARKING,"10,217.73",ACTUALS,,"2,015"
022,0121,4200733,420,Police,52340016,52,Professional Services,MACHINERY AND EQUIPMENT MTCE,"9,911.14",ACTUALS,,"2,015"
330,0075,3301106,330,Public Works,53160001,53,Materials and Supplies,PROTECTIVE CLOTHING,"8,507.13",ACTUALS,,"2,015"
019,6140,2408000,240,Planning,51019999,51,Personnel Services,SALARY CONTRA ACCT-GRANTS,"-128,165.53",ACTUALS,,"2,015"
001,0001,5500310,550,Parks,51070002,51,Personnel Services,HMO ADMIN,38.14,ACTUALS,,"2,015"
001,0001,3300901,330,Public Works,52280019,52,Professional Services,CHARGEBACK-VEHICLE MAINTENANCE,"67,783.00",ACTUALS,,"2,015"
017,0503,4200841,420,Police,53890022,53,Materials and Supplies,OTHER SUPPLIES,"73,939.09",ACTUALS,,"2,015"
511,0800,5112201,511,Airport,51010016,51,Personnel Services,VACATION,"28,016.62",ACTUALS,,"2,015"
250,0460,2501304,250,Information Technology,51070001,51,Personnel Services,HEALTH AND WELFARE INSURANCE,"72,611.71",ACTUALS,,"2,015"
350,0455,3500312,350,General Services,51130007,51,Personnel Services,TOOL ALLOWANCE,"13,300.00",ACTUALS,,"2,015"
001,0001,3300902,330,Public Works,51010007,51,Personnel Services,OVERTIME WAGES,992.38,ACTUALS,,"2,015"
019,6970,4509000,450,Fire,52340019,52,Professional Services,BUILDING MAINTENANCE,"2,176.66",ACTUALS,,"2,015"
330,0075,3300303,330,Public Works,52370002,52,Professional Services,EMPLOYEE TRAVEL REIMBURSEMENT,500.94,ACTUALS,,"2,015"
001,0001,4200732,420,Police,51130001,51,Personnel Services,UNIFORM ALLOWANCE,"14,384.00",ACTUALS,,"2,015"
001,0001,5500515,550,Parks,51040001,51,Personnel Services,EMPLOYER'S FICA EXPENSE,"26,684.52",ACTUALS,,"2,015"
370,0480,3990705,399,Utilities,51070004,51,Personnel Services,RETIREMENT PENSION CONTRIB,"87,999.65",ACTUALS,,"2,015"
001,0001,0700401,070,Municipal Counselor,51510004,51,Personnel Services,EMPLOYEE PARKING,"2,127.41",ACTUALS,,"2,015"
001,0001,5800201,580,Development Services,52010058,52,Professional Services,ITC MICROSOFT LICENSING,587.00,ACTUALS,,"2,015"
716,1781,4503800,450,Fire,53890002,53,Materials and Supplies,PURCHASE_DISCOUNT,-541.02,ACTUALS,,"2,015"
399,3001,3990110,399,Utilities,53070009,53,Materials and Supplies,FOOD,679.02,ACTUALS,,"2,015"
003,2050,3305003,330,Public Works,54040007,54,Capital Purchase,CONSTRUCTION IN PROGRESS,"129,609.06",ACTUALS,,"2,015"
001,0001,5500517,550,Parks,53160004,53,Materials and Supplies,UNIFORMS & EQUIPMENT,"27,703.07",ACTUALS,,"2,015"
020,0100,4200621,420,Police,51010010,51,Personnel Services,ACCRUED LEAVE PAYOUT,"260,982.59",ACTUALS,,"2,015"
001,0001,1600110,160,Personnel,51070001,51,Personnel Services,HEALTH AND WELFARE INSURANCE,"12,103.76",ACTUALS,,"2,015"
399,3501,3990604,399,Utilities,52160008,52,Professional Services,SAFETY SERVICES,472.50,ACTUALS,,"2,015"
070,0350,4200842,420,Police,51010007,51,Personnel Services,OVERTIME WAGES,"129,576.73",ACTUALS,,"2,015"
001,0001,5500110,550,Parks,51010007,51,Personnel Services,OVERTIME WAGES,74.25,ACTUALS,,"2,015"
001,0001,5500413,550,Parks,51010016,51,Personnel Services,VACATION,"11,677.63",ACTUALS,,"2,015"
020,0100,4200621,420,Police,51010023,51,Personnel Services,SALARY_ADJUSTMENTS-PSST,"-504,968.62",ACTUALS,,"2,015"
399,3501,3990203,399,Utilities,53160008,53,Materials and Supplies,SAFETY EQUIPMENT & SUPPLIES,"3,571.05",ACTUALS,,"2,015"
003,2070,3305709,330,Public Works,54040025,54,Capital Purchase,ADMIN PAYMENTS TO PUB WORKS,"23,844.61",ACTUALS,,"2,015"
250,0460,2501602,250,Information Technology,59010085,59,Transfers,TRANSFER TO MFA COMMUNICATIONS,"410,000.00",ACTUALS,,"2,015"
030,0150,4500201,450,Fire,51130001,51,Personnel Services,UNIFORM ALLOWANCE,"32,606.69",ACTUALS,,"2,015"
019,6140,2408000,240,Planning,52130004,52,Professional Services,SUBSCRIPTIONS,"4,079.00",ACTUALS,,"2,015"
715,1778,0406109,040,City Manager,54010001,54,Capital Purchase,LAND,"83,100.60",ACTUALS,,"2,015"
055,0290,0403600,040,City Manager,53160022,53,Materials and Supplies,RADIOS & OTHER EQUIP,"191,700.00",ACTUALS,,"2,015"
001,0001,0700402,070,Municipal Counselor,51010007,51,Personnel Services,OVERTIME WAGES,405.85,ACTUALS,,"2,015"
001,0001,3300301,330,Public Works,52040058,52,Professional Services,PROFESSIONAL SVC-TEMP LABOR,"303,486.14",ACTUALS,,"2,015"
001,0001,0700101,070,Municipal Counselor,51130004,51,Personnel Services,CAR ALLOWANCE,"1,760.37",ACTUALS,,"2,015"
399,3501,3990404,399,Utilities,52010007,52,Professional Services,MAINTENANCE SERVICES CONTRACT,"9,458.31",ACTUALS,,"2,015"
022,0121,4200110,420,Police,52890001,52,Professional Services,OTHER SERVICES AND CHARGES,"9,923.45",ACTUALS,,"2,015"
001,0001,0100201,010,Mayor and Council,51040001,51,Personnel Services,EMPLOYER'S FICA EXPENSE,"27,825.17",ACTUALS,,"2,015"
399,3501,3990110,399,Utilities,51070003,51,Personnel Services,INDEMNITY ADMIN,675.06,ACTUALS,,"2,015"
511,0800,5112402,511,Airport,51010016,51,Personnel Services,VACATION,"26,508.39",ACTUALS,,"2,015"
030,0150,4500204,450,Fire,51010019,51,Personnel Services,EMPLOYEE INCENTIVE,"90,267.46",ACTUALS,,"2,015"
066,5100,5200330,520,Public Transportation,52280022,52,Professional Services,CHARGEBACK FUEL,"1,106.69",ACTUALS,,"2,015"
039,0175,3305900,330,Public Works,54040004,54,Capital Purchase,TESTING,"27,374.28",ACTUALS,,"2,015"
399,3501,3990404,399,Utilities,51040001,51,Personnel Services,EMPLOYER'S FICA EXPENSE,"37,244.46",ACTUALS,,"2,015"
