budget_year,department,fund_code,account_type,account_category,amount
FY13-14,Police Department,1010,Expense,,465655
FY13-14,Police Department,1010,Expense,,92478
FY13-14,Police Department,1010,Expense,,11485617
FY13-14,Police Department,1010,Expense,,374536
FY13-14,Police Department,1010,Expense,,19430
FY13-14,Police Department,1010,Expense,,16680
FY13-14,Police Department,1010,Expense,,1180
FY13-14,Police Department,1010,Expense,,164820
FY13-14,Police Department,1010,Expense,,892070
FY13-14,Police Department,1010,Expense,,13100
FY13-14,Police Department,1010,Expense,,600
FY13-14,Police Department,1010,Expense,,800
FY13-14,Police Department,1010,Expense,,84000
FY13-14,Police Department,1010,Expense,,3200
FY13-14,Police Department,1010,Expense,,7074
FY13-14,Police Department,1010,Expense,,682228
FY13-14,Police Department,1010,Expense,,21575
FY13-14,Police Department,1010,Expense,,23492
FY13-14,Police Department,1010,Expense,,373945
FY13-14,Police Department,1010,Expense,,23768
FY13-14,Police Department,1010,Expense,,51849
FY13-14,Police Department,1010,Expense,,1875
FY13-14,Police Department,1010,Expense,,109375
FY13-14,Police Department,1010,Expense,,5700
FY13-14,Police Department,1010,Expense,,89200
FY13-14,Police Department,1010,Expense,,13217
FY13-14,Police Department,1010,Expense,,128676
FY13-14,Police Department,1010,Expense,,20700
FY13-14,Police Department,1010,Expense,,2570965
FY13-14,Police Department,1010,Expense,,83835
FY13-14,Police Department,1010,Expense,,162255
FY13-14,Police Department,1010,Expense,,40394
FY13-14,Police Department,1010,Expense,,5092684
FY13-14,Police Department,1010,Expense,,168445
FY13-14,Police Department,1010,Expense,,221985
FY13-14,Police Department,1010,Expense,,39454
FY13-14,Police Department,1010,Expense,,4900155
FY13-14,Police Department,1010,Expense,,159789
FY13-14,Police Department,1010,Expense,,16747
FY13-14,Police Department,1010,Expense,,6480
FY13-14,Police Department,2251,Expense,,164313
FY13-14,Police Department,2251,Expense,,1659685
FY13-14,Police Department,2251,Expense,,1600
FY13-14,Police Department,2251,Expense,,16000
FY13-14,Police Department,2251,Expense,,12568
FY13-14,Police Department,2251,Expense,,86799
FY13-14,Police Department,2251,Expense,,104372
FY13-14,Police Department,2251,Expense,,13000
FY13-14,Police Department,2251,Expense,,16468
FY13-14,Police Department,2251,Expense,,1950
FY13-14,Police Department,2251,Expense,,36781
FY13-14,Police Department,2251,Expense,,371511
FY13-14,Police Department,2251,Expense,,70736
FY13-14,Police Department,2251,Expense,,745851
FY13-14,Police Department,2251,Expense,,70102
FY13-14,Police Department,2251,Expense,,708081
FY13-14,Police Department,2411,Expense,,84160
FY13-14,Police Department,2411,Expense,,800
FY13-14,Police Department,2411,Expense,,1675
FY13-14,Police Department,2411,Expense,,18839
FY13-14,Police Department,2411,Expense,,34659
FY13-14,Police Department,2411,Expense,,35906
FY13-14,Police Department,2411,Expense,,12391
FY13-14,Police Department,1010,Expense,,39801
FY13-14,Police Department,1010,Expense,,92478
FY13-14,Police Department,1010,Expense,,2285872
FY13-14,Police Department,1010,Expense,,27360
FY13-14,Police Department,1010,Expense,,54080
FY13-14,Police Department,1010,Expense,,1180
FY13-14,Police Department,1010,Expense,,163640
FY13-14,Police Department,1010,Expense,,1126400
FY13-14,Police Department,1010,Expense,,13100
FY13-14,Police Department,1010,Expense,,800
FY13-14,Police Department,1010,Expense,,11200
FY13-14,Police Department,1010,Expense,,41016
FY13-14,Police Department,1010,Expense,,27628
FY13-14,Police Department,1010,Expense,,681130
FY13-14,Police Department,1010,Expense,,6500
FY13-14,Police Department,1010,Expense,,1300
FY13-14,Police Department,1010,Expense,,10998
FY13-14,Police Department,1010,Expense,,20700
FY13-14,Police Department,1010,Expense,,511672
FY13-14,Police Department,1010,Expense,,13868
FY13-14,Police Department,1010,Expense,,37453
FY13-14,Police Department,1010,Expense,,1187666
FY13-14,Police Department,1010,Expense,,18973
FY13-14,Police Department,1010,Expense,,39454
FY13-14,Police Department,1010,Expense,,975227
FY13-14,Police Department,1010,Expense,,22630
FY13-14,Police Department,1010,Expense,,2106
FY13-14,Police Department,1010,Expense,,4234
FY13-14,Police Department,1010,Expense,,1119983
FY13-14,Police Department,2251,Expense,,169982
FY13-14,Police Department,2251,Expense,,940197
FY13-14,Police Department,2251,Expense,,800
FY13-14,Police Department,2251,Expense,,9600
FY13-14,Police Department,2251,Expense,,57373
FY13-14,Police Department,2251,Expense,,54223
FY13-14,Police Department,2251,Expense,,7357
FY13-14,Police Department,2251,Expense,,9925
FY13-14,Police Department,2251,Expense,,650
FY13-14,Police Department,2251,Expense,,18839
FY13-14,Police Department,2251,Expense,,210458
FY13-14,Police Department,2251,Expense,,33846
FY13-14,Police Department,2251,Expense,,423821
FY13-14,Police Department,2251,Expense,,35906
FY13-14,Police Department,2251,Expense,,401120
FY13-14,Police Department,1010,Expense,,46375
FY13-14,Police Department,1010,Expense,,588201
FY13-14,Police Department,1010,Expense,,13790
FY13-14,Police Department,1010,Expense,,9810
FY13-14,Police Department,1010,Expense,,160000
FY13-14,Police Department,1010,Expense,,5350
FY13-14,Police Department,1010,Expense,,7215
FY13-14,Police Department,1010,Expense,,4009
FY13-14,Police Department,1010,Expense,,1950
FY13-14,Police Department,1010,Expense,,12814
FY13-14,Police Department,1010,Expense,,162535
FY13-14,Police Department,1010,Expense,,16159
FY13-14,Police Department,1010,Expense,,204953
FY13-14,Police Department,1010,Expense,,22107
FY13-14,Police Department,1010,Expense,,280398
FY13-14,Police Department,1010,Expense,,2500
FY13-14,Police Department,1010,Expense,,806400
FY13-14,Police Department,1010,Expense,,3450
FY13-14,Police Department,1010,Expense,,87678
FY13-14,Police Department,1010,Expense,,480456
FY13-14,Police Department,1010,Expense,,792672
FY13-14,Police Department,1010,Expense,,43160
FY13-14,Police Department,1010,Expense,,9810
FY13-14,Police Department,1010,Expense,,45910
FY13-14,Police Department,1010,Expense,,1698250
FY13-14,Police Department,1010,Expense,,991360
FY13-14,Police Department,1010,Expense,,103500
FY13-14,Police Department,1010,Expense,,641060
FY13-14,Police Department,1010,Expense,,5000
FY13-14,Police Department,1010,Expense,,7200
FY13-14,Police Department,1010,Expense,,44078
FY13-14,Police Department,1010,Expense,,30184
FY13-14,Police Department,1010,Expense,,14000
FY13-14,Police Department,1010,Expense,,6205
FY13-14,Police Department,1010,Expense,,24228
FY13-14,Police Department,1010,Expense,,132768
FY13-14,Police Department,1010,Expense,,177435
FY13-14,Police Department,1010,Expense,,30550
FY13-14,Police Department,1010,Expense,,167412
FY13-14,Police Department,1010,Expense,,352183
FY13-14,Police Department,1010,Expense,,41797
FY13-14,Police Department,1010,Expense,,229039
FY13-14,Police Department,1010,Expense,,338180
FY13-14,Police Department,1010,Expense,,16000
FY13-14,Police Department,1010,Expense,,1000
FY13-14,Police Department,1010,Expense,,300
FY13-14,Police Department,1010,Expense,,800
FY13-14,Police Department,1010,Expense,,8000
FY13-14,Police Department,1010,Expense,,1200
FY13-14,Police Department,1010,Expense,,325
FY13-14,Police Department,1010,Expense,,600
FY13-14,Police Department,1010,Expense,,34500
FY13-14,Police Department,1010,Expense,,30000
FY13-14,Police Department,1010,Expense,,12000
FY13-14,Police Department,1010,Expense,,9348
FY13-14,Police Department,1010,Expense,,1200
FY13-14,Police Department,2172,Expense,,41912
FY13-14,Police Department,2172,Expense,,80153
FY13-14,Police Department,2172,Expense,,5630
FY13-14,Police Department,2172,Expense,,15410
FY13-14,Police Department,2172,Expense,,45350
FY13-14,Police Department,2172,Expense,,800
FY13-14,Police Department,2172,Expense,,8829
FY13-14,Police Department,2172,Expense,,1875
FY13-14,Police Department,2172,Expense,,4905
FY13-14,Police Department,2172,Expense,,11582
FY13-14,Police Department,2172,Expense,,17942
FY13-14,Police Department,2172,Expense,,14604
FY13-14,Police Department,2172,Expense,,37626
FY13-14,Police Department,2172,Expense,,19980
FY13-14,Police Department,2172,Expense,,34196
FY13-14,Police Department,2172,Expense,,650
FY13-14,Police Department,2172,Expense,,39
FY13-14,Police Department,2172,Expense,,28044
FY13-14,Police Department,2172,Expense,,4800
FY13-14,Police Department,2172,Expense,,26223
FY13-14,Police Department,2416,Expense,,151224
FY13-14,Police Department,2416,Expense,,39801
FY13-14,Police Department,2416,Expense,,307275
FY13-14,Police Department,2416,Expense,,9000
FY13-14,Police Department,2416,Expense,,3489
FY13-14,Police Department,2416,Expense,,41786
FY13-14,Police Department,2416,Expense,,10998
FY13-14,Police Department,2416,Expense,,52692
FY13-14,Police Department,2416,Expense,,13868
FY13-14,Police Department,2416,Expense,,18973
FY13-14,Police Department,2416,Expense,,95902
FY13-14,Police Department,2416,Expense,,11523
FY13-14,Police Department,2416,Expense,,6000
FY13-14,Police Department,2416,Expense,,1100000
FY13-14,Police Department,2416,Expense,,22656
FY13-14,Police Department,2416,Expense,,3600
FY13-14,Police Department,2416,Expense,,60184
FY13-14,Police Department,2416,Expense,,7194
FY13-14,Police Department,1010,Expense,,167919
FY13-14,Police Department,1010,Expense,,37892
FY13-14,Police Department,1010,Expense,,1817535
FY13-14,Police Department,1010,Expense,,20283
FY13-14,Police Department,1010,Expense,,564467
FY13-14,Police Department,1010,Expense,,5101
FY13-14,Police Department,1010,Expense,,6137
FY13-14,Police Department,1010,Expense,,3489
FY13-14,Police Department,1010,Expense,,3489
FY13-14,Police Department,1010,Expense,,46399
FY13-14,Police Department,1010,Expense,,10470
FY13-14,Police Department,1010,Expense,,344616
FY13-14,Police Department,1010,Expense,,58510
FY13-14,Police Department,1010,Expense,,13203
FY13-14,Police Department,1010,Expense,,434565
FY13-14,Police Department,1010,Expense,,1572
FY13-14,Police Department,1010,Expense,,123794
FY13-14,Police Department,1010,Expense,,18063
FY13-14,Police Department,1010,Expense,,638732
FY13-14,Police Department,1010,Expense,,761
FY13-14,Police Department,1010,Expense,,21167
FY13-14,Police Department,1010,Expense,,21389
FY13-14,Police Department,1010,Expense,,21690
FY13-14,Police Department,1010,Expense,,100
FY13-14,Police Department,1010,Expense,,140
FY13-14,Police Department,1010,Expense,,2200
FY13-14,Police Department,1010,Expense,,5040
FY13-14,Police Department,1010,Expense,,770
FY13-14,Police Department,1010,Expense,,30000
FY13-14,Police Department,1010,Expense,,500
FY13-14,Police Department,1010,Expense,,2000
FY13-14,Police Department,1010,Expense,,500
FY13-14,Police Department,1010,Expense,,800
FY13-14,Police Department,1010,Expense,,350
FY13-14,Police Department,1010,Expense,,1349
FY13-14,Police Department,1010,Expense,,7422
FY13-14,Police Department,1010,Expense,,195836
FY13-14,Police Department,1010,Expense,,140944
FY13-14,Police Department,1010,Expense,,83184
FY13-14,Police Department,1010,Expense,,80153
FY13-14,Police Department,1010,Expense,,332937
FY13-14,Police Department,1010,Expense,,84160
FY13-14,Police Department,1010,Expense,,231940
FY13-14,Police Department,1010,Expense,,92478
FY13-14,Police Department,1010,Expense,,1077396
FY13-14,Police Department,1010,Expense,,172631
FY13-14,Police Department,1010,Expense,,13310
FY13-14,Police Department,1010,Expense,,7570
FY13-14,Police Department,1010,Expense,,25490
FY13-14,Police Department,1010,Expense,,17470
FY13-14,Police Department,1010,Expense,,14160
FY13-14,Police Department,1010,Expense,,2750
FY13-14,Police Department,1010,Expense,,1083300
FY13-14,Police Department,1010,Expense,,-794460
FY13-14,Police Department,1010,Expense,,13100
FY13-14,Police Department,1010,Expense,,1200
FY13-14,Police Department,1010,Expense,,2400
FY13-14,Police Department,1010,Expense,,3200
FY13-14,Police Department,1010,Expense,,800
FY13-14,Police Department,1010,Expense,,800
FY13-14,Police Department,1010,Expense,,800
FY13-14,Police Department,1010,Expense,,10400
FY13-14,Police Department,1010,Expense,,1600
FY13-14,Police Department,1010,Expense,,6437
FY13-14,Police Department,1010,Expense,,7074
FY13-14,Police Department,1010,Expense,,12262
FY13-14,Police Department,1010,Expense,,7074
FY13-14,Police Department,1010,Expense,,36270
FY13-14,Police Department,1010,Expense,,4414
FY13-14,Police Department,1010,Expense,,17166
FY13-14,Police Department,1010,Expense,,2942
FY13-14,Police Department,1010,Expense,,46632
FY13-14,Police Department,1010,Expense,,5886
FY13-14,Police Department,1010,Expense,,4905
FY13-14,Police Department,1010,Expense,,10564
FY13-14,Police Department,1010,Expense,,2750
FY13-14,Police Department,1010,Expense,,1475
FY13-14,Police Department,1010,Expense,,1475
FY13-14,Police Department,1010,Expense,,1875
FY13-14,Police Department,1010,Expense,,18425
FY13-14,Police Department,1010,Expense,,3350
FY13-14,Police Department,1010,Expense,,6545
FY13-14,Police Department,1010,Expense,,4905
FY13-14,Police Department,1010,Expense,,650
FY13-14,Police Department,1010,Expense,,650
FY13-14,Police Department,1010,Expense,,22986
FY13-14,Police Department,1010,Expense,,38947
FY13-14,Police Department,1010,Expense,,18839
FY13-14,Police Department,1010,Expense,,51919
FY13-14,Police Department,1010,Expense,,17942
FY13-14,Police Department,1010,Expense,,74526
FY13-14,Police Department,1010,Expense,,20700
FY13-14,Police Department,1010,Expense,,241167
FY13-14,Police Department,1010,Expense,,38642
FY13-14,Police Department,1010,Expense,,49110
FY13-14,Police Department,1010,Expense,,28984
FY13-14,Police Department,1010,Expense,,36840
FY13-14,Police Department,1010,Expense,,34432
FY13-14,Police Department,1010,Expense,,99965
FY13-14,Police Department,1010,Expense,,143393
FY13-14,Police Department,1010,Expense,,37453
FY13-14,Police Department,1010,Expense,,75309
FY13-14,Police Department,1010,Expense,,478789
FY13-14,Police Department,1010,Expense,,39654
FY13-14,Police Department,1010,Expense,,67189
FY13-14,Police Department,1010,Expense,,142042
FY13-14,Police Department,1010,Expense,,98954
FY13-14,Police Department,1010,Expense,,35906
FY13-14,Police Department,1010,Expense,,34196
FY13-14,Police Department,1010,Expense,,39454
FY13-14,Police Department,1010,Expense,,459653
FY13-14,Police Department,1010,Expense,,73650
FY13-14,Police Department,1010,Expense,,11569
FY13-14,Police Department,1010,Expense,,10380
FY13-14,Police Department,1010,Expense,,57000
FY13-14,Police Department,1010,Expense,,4000
FY13-14,Police Department,1010,Expense,,14000
FY13-14,Police Department,1010,Expense,,1000
FY13-14,Police Department,1010,Expense,,1000
FY13-14,Police Department,2251,Expense,,80153
FY13-14,Police Department,2251,Expense,,800
FY13-14,Police Department,2251,Expense,,6131
FY13-14,Police Department,2251,Expense,,8829
