"Account.Description","LOBName","ProgramName","OperatingUnitDescription","FundDescription","Total"
"SAFETY EQUIPMENT & SUPPLIES","Parks Grounds Management","PARKS AND GROUNDS MAINTENANCE","GENERAL OPERATIONS-UASN","GENERAL FUND",10918
"SAFETY EQUIPMENT & SUPPLIES","UTILITIES CUST SERVICE LOB","UTILITIES FIELD SUPPORT","WASTEWATER CITY OPERATIONS","WATER UTILITIES",4350
"SAFETY EQUIPMENT & SUPPLIES","UTILITIES CUST SERVICE LOB","UTILITIES FIELD SUPPORT","WATER CITY OPERATIONS","WATER UTILITIES",4850
"SAFETY EQUIPMENT & SUPPLIES","UTILITIES CUST SERVICE LOB","UTILITIES METER MAINTENANCE","WASTEWATER CITY OPERATIONS","WATER UTILITIES",7650
"SAFETY EQUIPMENT & SUPPLIES","UTILITIES CUST SERVICE LOB","UTILITIES METER MAINTENANCE","WATER CITY OPERATIONS","WATER UTILITIES",7650
"SAFETY EQUIPMENT & SUPPLIES","UTILITIES LINE MAINT LOB","UTILIITIES WW LINE MAINT","WASTEWATER CITY OPERATIONS","WATER UTILITIES",20000
"SAFETY EQUIPMENT & SUPPLIES","UTILITIES LINE MAINT LOB","UTILITIES WATER LINE MAINT","WATER CITY OPERATIONS","WATER UTILITIES",20000
"SAFETY EQUIPMENT & SUPPLIES","UTILITIES SOLID WASTE LOB","UTILITIES SW QUAL CONTROL SUPP","SOLID WASTE CASH ACCOUNT","SOLID WASTE MANAGEMENT",12000
"SAFETY EQUIPMENT & SUPPLIES","UTILITIES WASTEWATER QUAL LOB","UTILITIES LIFT STATION","WASTEWATER CITY OPERATIONS","WATER UTILITIES",5500
"SAFETY EQUIPMENT & SUPPLIES","UTILITIES WASTEWATER QUAL LOB","UTILITIES WASTEWATER TREATMENT","WASTEWATER CITY OPERATIONS","WATER UTILITIES",340
"SAFETY EQUIPMENT & SUPPLIES","UTILITIES WATER QUALITY LOB","UTILITIES DRAPER TREATMENT","WATER CITY OPERATIONS","WATER UTILITIES",17000
"SAFETY EQUIPMENT & SUPPLIES","UTILITIES WATER QUALITY LOB","UTILITIES HEFNER TREATMENT","WATER CITY OPERATIONS","WATER UTILITIES",20000
"SAFETY EQUIPMENT & SUPPLIES","UTILITIES WATER QUALITY LOB","UTILITIES LAB AND SYS QUALITY","WATER CITY OPERATIONS","WATER UTILITIES",1500
"SAFETY EQUIPMENT & SUPPLIES","UTILITIES WATER QUALITY LOB","UTILITIES OVERHOLSER TREATMENT","WATER CITY OPERATIONS","WATER UTILITIES",17000
"SAFETY EQUIPMENT & SUPPLIES","UTILITIES WATER QUALITY LOB","UTILITIES RAW WATER","WATER CITY OPERATIONS","WATER UTILITIES",12000
"SAFETY EQUIPMENT & SUPPLIES","UTILITIES WATER QUALITY LOB","UTILITIES TRUST PROPERTY MAINT","WATER CITY OPERATIONS","WATER UTILITIES",12500
"SAFETY PROGRAM EXPENSE","UTILITIES CUST SERVICE LOB","UTILIITIES CUST SERV BILLING","WASTEWATER CITY OPERATIONS","WATER UTILITIES",960
"SAFETY PROGRAM EXPENSE","UTILITIES CUST SERVICE LOB","UTILIITIES CUST SERV BILLING","WATER CITY OPERATIONS","WATER UTILITIES",1215
"Safety Surface Installation","Parks Grounds Management","PARKS AND GROUNDS MAINTENANCE","GENERAL OPERATIONS-UASN","GENERAL FUND",90000
"SAFETY SURFACE SUPPLIES","Parks Grounds Management","PARKS AND GROUNDS MAINTENANCE","GENERAL OPERATIONS-UASN","GENERAL FUND",90000
"SALARIES AND WAGES","Administration","BUSINESS SERVICES","GENERAL OPERATIONS-UASN","GENERAL FUND",142530
"SALARIES AND WAGES","Administration","EXECUTIVE LEADERSHIP","GENERAL OPERATIONS-UASN","GENERAL FUND",274032
"SALARIES AND WAGES","Airport Administration","AIRPORTS BUSINESS SERVICES","AIRPORTS CITY OPERATIONS","AIRPORTS",700988
"SALARIES AND WAGES","Airport Administration","AIRPORTS EXEC LEADERSHIP","AIRPORTS CITY OPERATIONS","AIRPORTS",766162
"SALARIES AND WAGES","Airport Administration","AIRPORTS PUBLIC INFORMATION","AIRPORTS CITY OPERATIONS","AIRPORTS",154058
"SALARIES AND WAGES","Airport Commercial Aviation","AIRFIELD OPERATIONS COMMERCIAL","AIRPORTS CITY OPERATIONS","AIRPORTS",520468
"SALARIES AND WAGES","Airport Commercial Aviation","AIRPORTS SAFETY SECURITY INSP","AIRPORTS CITY OPERATIONS","AIRPORTS",119398
"SALARIES AND WAGES","Airport Commercial Aviation","RUNWAYS & TAXIWAYS COMMERCIAL","AIRPORTS CITY OPERATIONS","AIRPORTS",757051
"SALARIES AND WAGES","Airport General Aviation","GROUNDS GENERAL AVIATION","AIRPORTS CITY OPERATIONS","AIRPORTS",143625
"SALARIES AND WAGES","Airport General Aviation","OPERATIONS GENERAL AVIATION","AIRPORTS CITY OPERATIONS","AIRPORTS",372437
"SALARIES AND WAGES","Airport Maintenance","AIRPORTS BUILDING MAINTENANCE","AIRPORTS CITY OPERATIONS","AIRPORTS",974459
"SALARIES AND WAGES","Airport Maintenance","AIRPORTS EQUIP MAINTENANCE","AIRPORTS CITY OPERATIONS","AIRPORTS",461782
"SALARIES AND WAGES","Airport Maintenance","AIRPORTS FUEL","AIRPORTS CITY OPERATIONS","AIRPORTS",385842
"SALARIES AND WAGES","Airport Maintenance","AIRPORTS GROUNDS MAINTENANCE","AIRPORTS CITY OPERATIONS","AIRPORTS",604343
"SALARIES AND WAGES","Airport Property Mgt & Dev","AIRPORTS ARC & ENG PLANNING","AIRPORTS CITY OPERATIONS","AIRPORTS",530181
"SALARIES AND WAGES","Airport Property Mgt & Dev","AIRPORTS CONSTRUCTION","AIRPORTS CITY OPERATIONS","AIRPORTS",503667
"SALARIES AND WAGES","Airport Property Mgt & Dev","AIRPORTS FACILITY & LEASE ADMN","AIRPORTS CITY OPERATIONS","AIRPORTS",540215
"SALARIES AND WAGES","Animal Welfare","ANIMAL CONTROL","GENERAL OPERATIONS-UASN","GENERAL FUND",959218
"SALARIES AND WAGES","Animal Welfare","ANIMAL SHELTER","GENERAL OPERATIONS-UASN","GENERAL FUND",1001184
"SALARIES AND WAGES","Animal Welfare","VETERINARY SERVICES","GENERAL OPERATIONS-UASN","GENERAL FUND",393996
"SALARIES AND WAGES","Audit Services","AUDIT SERVICES","GENERAL OPERATIONS-UASN","GENERAL FUND",725044
"SALARIES AND WAGES","Benefits","HR HEALTH AND WELFARE BENEFITS","GENERAL OPERATIONS-UASN","GENERAL FUND",343546
"SALARIES AND WAGES","Benefits","HR RETIREMENT SAVINGS","GENERAL OPERATIONS-UASN","GENERAL FUND",6205
"SALARIES AND WAGES","City Auditors Office","AUDITOR BUSINESS SERVICES","GENERAL OPERATIONS-UASN","GENERAL FUND",90146
"SALARIES AND WAGES","City Auditors Office","AUDITOR EXECUTIVE LEADERSHIP","GENERAL OPERATIONS-UASN","GENERAL FUND",43269
"SALARIES AND WAGES","City Clerks Office","CLERK BUSINESS SERVICES","GENERAL OPERATIONS-UASN","GENERAL FUND",58725
"SALARIES AND WAGES","City Clerks Office","CLERK EXECUTIVE LEADERSHIP","GENERAL OPERATIONS-UASN","GENERAL FUND",4411
"SALARIES AND WAGES","City Manager MAPS Office","MAPS3","MAPS3 USE TAX-CMTD","MAPS3 USE TAX",785755
"SALARIES AND WAGES","City Manager MAPS Office","OCMAPS SCHOOL CONSTRUCTION","CITY/SCHOOLS SALES TAX-RSTR","CITY/SCHOOLS SALES TAX",505531
"SALARIES AND WAGES","City Manager MAPS Office","OCMAPS SUBURBAN SCHOOLS","CITY/SCHOOLS SALES TAX-RSTR","CITY/SCHOOLS SALES TAX",17857
"SALARIES AND WAGES","City Managers Office","CITY MANAGER BUSINESS SERVICES","GENERAL OPERATIONS-UASN","GENERAL FUND",24825
"SALARIES AND WAGES","City Treasury","REVENUE COLLECTION","GENERAL OPERATIONS-UASN","GENERAL FUND",534129
"SALARIES AND WAGES","City Treasury","TREASURY","GENERAL OPERATIONS-UASN","GENERAL FUND",257654
"SALARIES AND WAGES","Civil Litigation","MUN COUN CIVIL LITIGATION","GENERAL OPERATIONS-UASN","GENERAL FUND",1042036
"SALARIES AND WAGES","Code Enforcement","CODE INSPECTIONS","GENERAL OPERATIONS-UASN","GENERAL FUND",1952426
"SALARIES AND WAGES","Code Enforcement","NUISANCE ABATEMENT","GENERAL OPERATIONS-UASN","GENERAL FUND",503228
"SALARIES AND WAGES","Code Enforcement","VACANT AND ABANDONED BUILDINGS","GENERAL OPERATIONS-UASN","GENERAL FUND",433742
"SALARIES AND WAGES","Community Development","NEIGHBORHOOD REVITALIZATION","DEPT OF HSG & URB DEVEL-RSTR","GRANTS MANAGEMENT",718768
"SALARIES AND WAGES","Community Development","PLANNING COMMUNITY SERVICES","DEPT OF HSG & URB DEVEL-RSTR","GRANTS MANAGEMENT",136359
"SALARIES AND WAGES","Community Development","PLANNING COMMUNITY SERVICES","GENERAL OPERATIONS-UASN","GENERAL FUND",66848
"SALARIES AND WAGES","COMMUNITY ENHANCEMENT","Community Development","GENERAL OPERATIONS-UASN","GENERAL FUND",127295
"SALARIES AND WAGES","COMMUNITY ENHANCEMENT","Economic Development","GENERAL OPERATIONS-UASN","GENERAL FUND",214473
"SALARIES AND WAGES","COMMUNITY ENHANCEMENT","Tourism Development","GENERAL OPERATIONS-UASN","GENERAL FUND",99646
"SALARIES AND WAGES","Council Support","CITY COUNCIL","GENERAL OPERATIONS-UASN","GENERAL FUND",311311
"SALARIES AND WAGES","Court Operations","COURT FACILITY OPERATIONS","GENERAL OPERATIONS-UASN","GENERAL FUND",86579
"SALARIES AND WAGES","Court Operations","COURTS COURTHOUSE SECURITY","GENERAL OPERATIONS-UASN","GENERAL FUND",151394
"SALARIES AND WAGES","Court Operations","COURTS COURTHOUSE SECURITY","JUV JUSTICE-RSTR","GENERAL FUND",28398
"SALARIES AND WAGES","Court Services","COURT CASE SUPPORT","GENERAL OPERATIONS-UASN","GENERAL FUND",1397004
"SALARIES AND WAGES","Court Services","COURT CASE SUPPORT","JUV JUSTICE-RSTR","GENERAL FUND",29677
"SALARIES AND WAGES","Court Services","COURTS ENFORCEMENT & INVESTIGA","GENERAL OPERATIONS-UASN","GENERAL FUND",598985
"SALARIES AND WAGES","Court Services","COURTS ENFORCEMENT & INVESTIGA","JUV JUSTICE-RSTR","GENERAL FUND",28399
"SALARIES AND WAGES","Court Services","COURTS FINANCIAL PROCESSING","GENERAL OPERATIONS-UASN","GENERAL FUND",689743
"SALARIES AND WAGES","Court Services","COURTS FINANCIAL PROCESSING","JUV JUSTICE-RSTR","GENERAL FUND",3297
"SALARIES AND WAGES","Courts Administration","COURTS BUSINESS SERVICES","GENERAL OPERATIONS-UASN","GENERAL FUND",166695
"SALARIES AND WAGES","Courts Administration","COURTS EXECUTIVE LEADERSHIP","GENERAL OPERATIONS-UASN","GENERAL FUND",180907
"SALARIES AND WAGES","Criminal Justice","MUN COUN POLICE COURTS LEGAL","GENERAL OPERATIONS-UASN","GENERAL FUND",117386
"SALARIES AND WAGES","Criminal Justice","MUN COUN PROSECUTION","GENERAL OPERATIONS-UASN","GENERAL FUND",956988
"SALARIES AND WAGES","Criminal Justice","MUN COUN PROSECUTION","JUV JUSTICE-RSTR","GENERAL FUND",156195
"SALARIES AND WAGES","Current Planning","CODE ADMINISTRATION","GENERAL OPERATIONS-UASN","GENERAL FUND",760229
"SALARIES AND WAGES","Development Center","CONSTRUCTION INSPECTIONS","GENERAL OPERATIONS-UASN","GENERAL FUND",2689812
"SALARIES AND WAGES","Development Center","PERMITS","GENERAL OPERATIONS-UASN","GENERAL FUND",957877
"SALARIES AND WAGES","Development Center","PLAN REVIEW","GENERAL OPERATIONS-UASN","GENERAL FUND",1424036
"SALARIES AND WAGES","Drainage Administration","ENVIRONMENTAL","DRAINAGE CITY OPERATIONS","STORMWATER DRAINAGE",374278
"SALARIES AND WAGES","Drainage Administration","HOUSEHOLD HAZARDOUS WASTE","DRAINAGE CITY OPERATIONS","STORMWATER DRAINAGE",443292
"SALARIES AND WAGES","Drainage Administration","STRMWTR  PUBLIC OUTREACH","DRAINAGE CITY OPERATIONS","STORMWATER DRAINAGE",42188
"SALARIES AND WAGES","Drainage Administration","STRMWTR CONSTR/INDUSTR PERMIT","DRAINAGE CITY OPERATIONS","STORMWATER DRAINAGE",870259
"SALARIES AND WAGES","Engineering","PROJECT MANAGEMENT","GENERAL OPERATIONS-UASN","GENERAL FUND",2020891
"SALARIES AND WAGES","Engineering","SUPPORT","GENERAL OPERATIONS-UASN","GENERAL FUND",662597
"SALARIES AND WAGES","Engineering","TECH REVIEW AND REGULATION","DRAINAGE CITY OPERATIONS","STORMWATER DRAINAGE",916653
"SALARIES AND WAGES","Engineering","TECH REVIEW AND REGULATION","GENERAL OPERATIONS-UASN","GENERAL FUND",818252
"SALARIES AND WAGES","Ethics Assurance","AUDITOR ETHICS ASSURANCE","GENERAL OPERATIONS-UASN","GENERAL FUND",38590
"SALARIES AND WAGES","Field Services","CONSTR INSPECTION/QUALITY CTRL","GENERAL OPERATIONS-UASN","GENERAL FUND",2818163
"SALARIES AND WAGES","Field Services","SURVEY","GENERAL OPERATIONS-UASN","GENERAL FUND",263987
"SALARIES AND WAGES","Finanacial Planning and Mgmt","FIN REPORTING AND COMPLIANCE","GENERAL OPERATIONS-UASN","GENERAL FUND",1675119
"SALARIES AND WAGES","Finanacial Planning and Mgmt","FINANCIAL PLANNING","GENERAL OPERATIONS-UASN","GENERAL FUND",901059
"SALARIES AND WAGES","Finance Administration","FINANCE BUSINESS SERVICES","GENERAL OPERATIONS-UASN","GENERAL FUND",194638
"SALARIES AND WAGES","Finance Administration","FINANCE BUSINESS SERVICES","RISK MANAGEMENT","RISK MANAGEMENT",22976
"SALARIES AND WAGES","Finance Administration","FINANCE EXECUTIVE LEADERSHIP","GENERAL OPERATIONS-UASN","GENERAL FUND",234703
"SALARIES AND WAGES","Finance Administration","FINANCE EXECUTIVE LEADERSHIP","RISK MANAGEMENT","RISK MANAGEMENT",6205
"SALARIES AND WAGES","Fire Administration","FIRE BUSINESS SERVICES","FIRE SALES TAX-RSTR","FIRE",640859
"SALARIES AND WAGES","Fire Administration","FIRE BUSINESS SERVICES","GENERAL OPERATIONS-UASN","GENERAL FUND",1063687
"SALARIES AND WAGES","Fire Administration","FIRE EXECUTIVE LEADERSHIP","FIRE SALES TAX-RSTR","FIRE",136790
"SALARIES AND WAGES","Fire Administration","FIRE EXECUTIVE LEADERSHIP","GENERAL OPERATIONS-UASN","GENERAL FUND",1591392
"SALARIES AND WAGES","Fire Operations","EMERGENCY MEDICAL SERVICES","FIRE SALES TAX-RSTR","FIRE",8216112
"SALARIES AND WAGES","Fire Operations","EMERGENCY MEDICAL SERVICES","GENERAL OPERATIONS-UASN","GENERAL FUND",34889278
"SALARIES AND WAGES","Fire Operations","FIRE SUPRESSION OPERATIONS","FIRE SALES TAX-RSTR","FIRE",1673464
"SALARIES AND WAGES","Fire Operations","FIRE SUPRESSION OPERATIONS","GENERAL OPERATIONS-UASN","GENERAL FUND",5390755
"SALARIES AND WAGES","Fire Operations","OPERATIONS TRAINING","FIRE SALES TAX-RSTR","FIRE",2975919
"SALARIES AND WAGES","Fire Operations","OPERATIONS TRAINING","GENERAL OPERATIONS-UASN","GENERAL FUND",10919759
"SALARIES AND WAGES","Fire Prevention","FIRE INVESTIGATIONS","FIRE SALES TAX-RSTR","FIRE",193056
"SALARIES AND WAGES","Fire Prevention","FIRE INVESTIGATIONS","GENERAL OPERATIONS-UASN","GENERAL FUND",1053447
"SALARIES AND WAGES","Fire Prevention","PREVENTION INSPECTION AND CODE","FIRE SALES TAX-RSTR","FIRE",365871
"SALARIES AND WAGES","Fire Prevention","PREVENTION INSPECTION AND CODE","GENERAL OPERATIONS-UASN","GENERAL FUND",988252
"SALARIES AND WAGES","Fire Prevention","PUBLIC SAFETY EDUCATION","FIRE SALES TAX-RSTR","FIRE",714164
"SALARIES AND WAGES","Fire Prevention","PUBLIC SAFETY EDUCATION","GENERAL OPERATIONS-UASN","GENERAL FUND",87921
"SALARIES AND WAGES","General Services Admin","GEN SERVICES BUSINESS SERVICES","FLEET SERVICES","FLEET SERVICES",92440
"SALARIES AND WAGES","General Services Admin","GEN SERVICES BUSINESS SERVICES","GENERAL OPERATIONS-UASN","GENERAL FUND",236988
"SALARIES AND WAGES","General Services Admin","GEN SERVICES EXEC LEADERSHIP","FLEET SERVICES","FLEET SERVICES",12410
"SALARIES AND WAGES","General Services Admin","GEN SERVICES EXEC LEADERSHIP","GENERAL OPERATIONS-UASN","GENERAL FUND",115206
"SALARIES AND WAGES","General Services Bldg Mgmt","GEN SVCS AQUATIC FACILITY SAFE","GENERAL OPERATIONS-UASN","GENERAL FUND",315662
"SALARIES AND WAGES","General Services Bldg Mgmt","GEN SVCS BUILDING REPAIR MAINT","GENERAL OPERATIONS-UASN","GENERAL FUND",1881326
"SALARIES AND WAGES","General Services Fleet Svcs","GEN SVCS FLEET ADVISORY","FLEET SERVICES","FLEET SERVICES",27841
"SALARIES AND WAGES","General Services Fleet Svcs","GEN SVCS FLEET REFUELING","FLEET SERVICES","FLEET SERVICES",320582
"SALARIES AND WAGES","General Services Fleet Svcs","GEN SVCS FLEET SVCS SUPPORT","FLEET SERVICES","FLEET SERVICES",162278
"SALARIES AND WAGES","General Services Fleet Svcs","GEN SVCS VEHICLE & EQUIP MAINT","FLEET SERVICES","FLEET SERVICES",1650299
"SALARIES AND WAGES","Information Technology Admin","IT BUSINESS SERVICES","INFORMATION TECHNOLOGY","INFORMATION TECHNOLOGY",305376
"SALARIES AND WAGES","Information Technology Admin","IT-EXECUTIVE LEADERSHIP","INFORMATION TECHNOLOGY","INFORMATION TECHNOLOGY",302624
"SALARIES AND WAGES","Judicial","COURTS MUNICIPAL JUDICAL SVCS","GENERAL OPERATIONS-UASN","GENERAL FUND",314436
"SALARIES AND WAGES","Judicial","COURTS MUNICIPAL JUDICAL SVCS","JUV JUSTICE-RSTR","GENERAL FUND",101800
"SALARIES AND WAGES","Labor & Employment Development","MUN COUN LABOR LITIGATION","GENERAL OPERATIONS-UASN","GENERAL FUND",208011
"SALARIES AND WAGES","Labor & Employment Development","MUN COUN LABOR RELATIONS","GENERAL OPERATIONS-UASN","GENERAL FUND",240112
"SALARIES AND WAGES","Labor Relations/Training","HR LABOR RELATIONS","GENERAL OPERATIONS-UASN","GENERAL FUND",283798
"SALARIES AND WAGES","Labor Relations/Training","HR POLICY COMPLIANCE","GENERAL OPERATIONS-UASN","GENERAL FUND",137497
"SALARIES AND WAGES","Land Use & Economic Developmnt","MUN COUN ECON DEVELOPMENT","GENERAL OPERATIONS-UASN","GENERAL FUND",314846
"SALARIES AND WAGES","Land Use & Economic Developmnt","MUN COUN LAND USE","GENERAL OPERATIONS-UASN","GENERAL FUND",563768
"SALARIES AND WAGES","Mayors Office","MAYOR","GENERAL OPERATIONS-UASN","GENERAL FUND",164444
"SALARIES AND WAGES","Municipal Counselor Admin","MUN COUN BUSINESS SERVICES","GENERAL OPERATIONS-UASN","GENERAL FUND",445295
"SALARIES AND WAGES","Municipal Counselor Admin","MUN COUN EXEC LEADERSHIP","GENERAL OPERATIONS-UASN","GENERAL FUND",252570
"SALARIES AND WAGES","Occupational Health","HR OCCUPATIONAL HEALTH","GENERAL OPERATIONS-UASN","GENERAL FUND",208630
"SALARIES AND WAGES","Official City Records","CLERK AGENDA MANAGEMENT","GENERAL OPERATIONS-UASN","GENERAL FUND",117180
"SALARIES AND WAGES","Official City Records","CLERK BIDDING","GENERAL OPERATIONS-UASN","GENERAL FUND",92977
"SALARIES AND WAGES","Official City Records","CLERK INFORMATION","GENERAL OPERATIONS-UASN","GENERAL FUND",193373
"SALARIES AND WAGES","Official City Records","CLERK RECORDS MANAGEMENT","GENERAL OPERATIONS-UASN","GENERAL FUND",148172
"SALARIES AND WAGES","Oklahoma River","OKLAHOMA RIVER","DRAINAGE CITY OPERATIONS","STORMWATER DRAINAGE",272654
"SALARIES AND WAGES","Oklahoma River","OKLAHOMA RIVER ENGINEERING","DRAINAGE CITY OPERATIONS","STORMWATER DRAINAGE",63298
"SALARIES AND WAGES","Parking","MUNICIPAL OFF STREET PARKING","PARKING","PARKING",73049
"SALARIES AND WAGES","Parking","ON STREET PARKING METER","PARKING","PARKING",149832
"SALARIES AND WAGES","Parks Administration","PARKS BUSINESS SERVICES","GENERAL OPERATIONS-UASN","GENERAL FUND",526045
"SALARIES AND WAGES","Parks Administration","PARKS EXECUTIVE LEADERSHIP","GENERAL OPERATIONS-UASN","GENERAL FUND",933849
"SALARIES AND WAGES","Parks Civic Center","BOX OFFICE","GENERAL OPERATIONS-UASN","GENERAL FUND",186330
"SALARIES AND WAGES","Parks Civic Center","PERFORMANCE SUPPORT","GENERAL OPERATIONS-UASN","GENERAL FUND",1114003
"SALARIES AND WAGES","Parks Civic Center","PRIVATE EVENT AND BUS SERVICES","GENERAL OPERATIONS-UASN","GENERAL FUND",80789
"SALARIES AND WAGES","Parks Grounds Management","EQUIPMENT REPAIR","GENERAL OPERATIONS-UASN","GENERAL FUND",332932
"SALARIES AND WAGES","Parks Grounds Management","FORESTRY","GENERAL OPERATIONS-UASN","GENERAL FUND",385162
"SALARIES AND WAGES","Parks Grounds Management","HAZARD ABATEMENT","GENERAL OPERATIONS-UASN","GENERAL FUND",120373
"SALARIES AND WAGES","Parks Grounds Management","PARKS AND GROUNDS MAINTENANCE","GENERAL OPERATIONS-UASN","GENERAL FUND",3503397
"SALARIES AND WAGES","Parks Horticulture & Gardens","CANAL/FIELD HORTICULTURE","GENERAL OPERATIONS-UASN","GENERAL FUND",515817
"SALARIES AND WAGES","Parks Horticulture & Gardens","CANAL/FIELD HORTICULTURE","MAPS USE TAX OPERATIONS-CMTD","MAPS OPERATIONS",522155
"SALARIES AND WAGES","Parks Horticulture & Gardens","FISHERIES MANAGEMENT","GENERAL OPERATIONS-UASN","GENERAL FUND",76221
"SALARIES AND WAGES","Parks Horticulture & Gardens","MARTIN NATURE PARK","GENERAL OPERATIONS-UASN","GENERAL FUND",163791
"SALARIES AND WAGES","Parks Horticulture & Gardens","WILL ROGERS GARDENS","GENERAL OPERATIONS-UASN","GENERAL FUND",175087
"SALARIES AND WAGES","Parks Recreation","AQUATICS","GENERAL OPERATIONS-UASN","GENERAL FUND",202099
"SALARIES AND WAGES","Parks Recreation","ATHLETICS","GENERAL OPERATIONS-UASN","GENERAL FUND",252764
"SALARIES AND WAGES","Parks Recreation","GENERAL RECREATION","GENERAL OPERATIONS-UASN","GENERAL FUND",822993
"SALARIES AND WAGES","Parks Recreation","SENIORS","GENERAL OPERATIONS-UASN","GENERAL FUND",145308
"SALARIES AND WAGES","Parks Recreation","SPECIAL EVENTS","GENERAL OPERATIONS-UASN","GENERAL FUND",185563
"SALARIES AND WAGES","Personnel Administration","HR BUSINESS SERVICES","GENERAL OPERATIONS-UASN","GENERAL FUND",178289
"SALARIES AND WAGES","Personnel Administration","HR EXECUTIVE LEADERSHIP","GENERAL OPERATIONS-UASN","GENERAL FUND",115936
"SALARIES AND WAGES","Personnel Operations Division","HR CLASS AND COMPENSATION","GENERAL OPERATIONS-UASN","GENERAL FUND",190311
"SALARIES AND WAGES","Personnel Operations Division","HR EMPLOYMENT","GENERAL OPERATIONS-UASN","GENERAL FUND",346505
"SALARIES AND WAGES","Personnel Operations Division","HR HRIS","GENERAL OPERATIONS-UASN","GENERAL FUND",224944
"SALARIES AND WAGES","Planning Admin","PLANNING BUSINESS SERVICES","GENERAL OPERATIONS-UASN","GENERAL FUND",107751
"SALARIES AND WAGES","Planning Admin","PLANNING EXECUTIVE LEADERSHIP","GENERAL OPERATIONS-UASN","GENERAL FUND",265218
"SALARIES AND WAGES","Planning Admin","PLANNING GRANT & LOAN MGMT","DEPT OF HSG & URB DEVEL-RSTR","GRANTS MANAGEMENT",486933
"SALARIES AND WAGES","Planning Grants","COMMUNITY TRANSFORMATION","STATE & LOCAL GRANTS-RSTR","GRANTS MANAGEMENT",48767
"SALARIES AND WAGES","Police Chiefs Office","POLICE BUSINESS SERVICES","EMER MGMT E-911-CMTD","EMERGENCY MANAGEMENT",79558
"SALARIES AND WAGES","Police Chiefs Office","POLICE BUSINESS SERVICES","GENERAL OPERATIONS-UASN","GENERAL FUND",1812133
"SALARIES AND WAGES","Police Chiefs Office","POLICE BUSINESS SERVICES","POLICE SALES TAX-RSTR","POLICE",21142
"SALARIES AND WAGES","Police Chiefs Office","POLICE EMERGENCY MANAGEMENT","GENERAL OPERATIONS-UASN","GENERAL FUND",250720
"SALARIES AND WAGES","Police Chiefs Office","POLICE EXEC LEADERSHIP","EMER MGMT E-911-CMTD","EMERGENCY MANAGEMENT",32182
"SALARIES AND WAGES","Police Chiefs Office","POLICE EXEC LEADERSHIP","GENERAL OPERATIONS-UASN","GENERAL FUND",2025779
"SALARIES AND WAGES","Police Chiefs Office","POLICE EXEC LEADERSHIP","POLICE SALES TAX-RSTR","POLICE",132173
