"FundDescription","OperatingUnitDescription","ProgramName","LOBName","Account.Description","Total"
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES BUSINESS SERVICES","UTILITIES ADMIN LOB","MISCELLANEOUS SRVCS CONTRACTS",1000
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES BUSINESS SERVICES","UTILITIES ADMIN LOB","NON-CAPITAL FURNITURE & FIXTUR",3000
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES BUSINESS SERVICES","UTILITIES ADMIN LOB","NON-CAPITAL OFFICE MACHINES",1000
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES BUSINESS SERVICES","UTILITIES ADMIN LOB","OFFICE SUPPLIES",5000
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES BUSINESS SERVICES","UTILITIES ADMIN LOB","OTHER SERVICES AND CHARGES",10000
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES BUSINESS SERVICES","UTILITIES ADMIN LOB","OTHER SUPPLIES",3000
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES BUSINESS SERVICES","UTILITIES ADMIN LOB","PART TIME & TEMPORARY WAGES",15000
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES BUSINESS SERVICES","UTILITIES ADMIN LOB","PRINTING & BINDING",100
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES BUSINESS SERVICES","UTILITIES ADMIN LOB","REPAIR & MAINTENANCE PARTS",60000
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES BUSINESS SERVICES","UTILITIES ADMIN LOB","RETIREMENT PENSION CONTRIB",90978
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES BUSINESS SERVICES","UTILITIES ADMIN LOB","SALARIES AND WAGES",1477994
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES BUSINESS SERVICES","UTILITIES ADMIN LOB","TELEPHONE",500
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES DESIGN","UTILITIES ENGINEERING LOB","BUDGET-VACANCY DISCOUNT",-13453
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES DESIGN","UTILITIES ENGINEERING LOB","COMPUTER SUPPLIES",7000
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES DESIGN","UTILITIES ENGINEERING LOB","HEALTH AND WELFARE INSURANCE",94012
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES DESIGN","UTILITIES ENGINEERING LOB","LICENSES",4000
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES DESIGN","UTILITIES ENGINEERING LOB","MACHINERY AND EQUIPMENT MTCE",500
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES DESIGN","UTILITIES ENGINEERING LOB","MEMBERSHIPS",1500
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES DESIGN","UTILITIES ENGINEERING LOB","MILEAGE REIMBURSEMENT",700
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES DESIGN","UTILITIES ENGINEERING LOB","NON-CAPITAL FURNITURE & FIXTUR",1800
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES DESIGN","UTILITIES ENGINEERING LOB","OFFICE SUPPLIES",13000
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES DESIGN","UTILITIES ENGINEERING LOB","OTHER SERVICES AND CHARGES",14000
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES DESIGN","UTILITIES ENGINEERING LOB","OTHER SUPPLIES",4200
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES DESIGN","UTILITIES ENGINEERING LOB","PART TIME & TEMPORARY WAGES",17000
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES DESIGN","UTILITIES ENGINEERING LOB","RETIREMENT PENSION CONTRIB",39193
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES DESIGN","UTILITIES ENGINEERING LOB","SALARIES AND WAGES",633469
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES EXECUTIVE LEADERSHIP","UTILITIES ADMIN LOB","BUDGET-VACANCY DISCOUNT",-3337
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES EXECUTIVE LEADERSHIP","UTILITIES ADMIN LOB","HEALTH AND WELFARE INSURANCE",15072
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES EXECUTIVE LEADERSHIP","UTILITIES ADMIN LOB","RETIREMENT PENSION CONTRIB",11765
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES EXECUTIVE LEADERSHIP","UTILITIES ADMIN LOB","SALARIES AND WAGES",155129
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES FIELD SUPPORT","UTILITIES CUST SERVICE LOB","BUDGET-VACANCY DISCOUNT",-21746
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES FIELD SUPPORT","UTILITIES CUST SERVICE LOB","CLOTHING & OTHER",5750
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES FIELD SUPPORT","UTILITIES CUST SERVICE LOB","COMPUTER SUPPLIES",2000
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES FIELD SUPPORT","UTILITIES CUST SERVICE LOB","FUEL",1150
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES FIELD SUPPORT","UTILITIES CUST SERVICE LOB","HEALTH AND WELFARE INSURANCE",225026
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES FIELD SUPPORT","UTILITIES CUST SERVICE LOB","OFFICE SUPPLIES",3220
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES FIELD SUPPORT","UTILITIES CUST SERVICE LOB","OTHER EQUIPMENT",1000
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES FIELD SUPPORT","UTILITIES CUST SERVICE LOB","OTHER EQUIPMENT RENTAL",200
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES FIELD SUPPORT","UTILITIES CUST SERVICE LOB","OTHER REPAIRS AND MAINTENANCE",3875
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES FIELD SUPPORT","UTILITIES CUST SERVICE LOB","OTHER SERVICES AND CHARGES",2200
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES FIELD SUPPORT","UTILITIES CUST SERVICE LOB","OTHER SUPPLIES",6450
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES FIELD SUPPORT","UTILITIES CUST SERVICE LOB","OVERTIME WAGES",12656
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES FIELD SUPPORT","UTILITIES CUST SERVICE LOB","PRINTING & BINDING",3800
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES FIELD SUPPORT","UTILITIES CUST SERVICE LOB","REPAIR & MAINTENANCE PARTS",47619
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES FIELD SUPPORT","UTILITIES CUST SERVICE LOB","RETIREMENT PENSION CONTRIB",61899
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES FIELD SUPPORT","UTILITIES CUST SERVICE LOB","SAFETY EQUIPMENT & SUPPLIES",4350
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES FIELD SUPPORT","UTILITIES CUST SERVICE LOB","SALARIES AND WAGES",1025107
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES FIELD SUPPORT","UTILITIES CUST SERVICE LOB","SMALL TOOLS & MINOR EQUIP",20600
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES FIELD SUPPORT","UTILITIES CUST SERVICE LOB","TELEPHONE",150
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES IND WASTE PRETREAT","UTILITIES WASTEWATER QUAL LOB","ADVERTISING",1000
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES IND WASTE PRETREAT","UTILITIES WASTEWATER QUAL LOB","BOTTLED GAS",3950
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES IND WASTE PRETREAT","UTILITIES WASTEWATER QUAL LOB","BUDGET-VACANCY DISCOUNT",-11178
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES IND WASTE PRETREAT","UTILITIES WASTEWATER QUAL LOB","CHEMICALS",2700
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES IND WASTE PRETREAT","UTILITIES WASTEWATER QUAL LOB","COMPUTER SUPPLIES",1300
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES IND WASTE PRETREAT","UTILITIES WASTEWATER QUAL LOB","HEALTH AND WELFARE INSURANCE",81156
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES IND WASTE PRETREAT","UTILITIES WASTEWATER QUAL LOB","MACHINERY AND EQUIPMENT MTCE",13600
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES IND WASTE PRETREAT","UTILITIES WASTEWATER QUAL LOB","MEMBERSHIPS",2325
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES IND WASTE PRETREAT","UTILITIES WASTEWATER QUAL LOB","MISCELLANEOUS SRVCS CONTRACTS",850
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES IND WASTE PRETREAT","UTILITIES WASTEWATER QUAL LOB","OFFICE SUPPLIES",9180
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES IND WASTE PRETREAT","UTILITIES WASTEWATER QUAL LOB","OTHER EQUIPMENT",20400
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES IND WASTE PRETREAT","UTILITIES WASTEWATER QUAL LOB","OTHER SERVICES AND CHARGES",3200
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES IND WASTE PRETREAT","UTILITIES WASTEWATER QUAL LOB","OTHER SUPPLIES",38000
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES IND WASTE PRETREAT","UTILITIES WASTEWATER QUAL LOB","OVERTIME WAGES",300
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES IND WASTE PRETREAT","UTILITIES WASTEWATER QUAL LOB","POSTAGE",40
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES IND WASTE PRETREAT","UTILITIES WASTEWATER QUAL LOB","PROFESSIONAL SERVICES-OTHER",63450
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES IND WASTE PRETREAT","UTILITIES WASTEWATER QUAL LOB","REPAIR & MAINTENANCE PARTS",500
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES IND WASTE PRETREAT","UTILITIES WASTEWATER QUAL LOB","RETIREMENT PENSION CONTRIB",31823
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES IND WASTE PRETREAT","UTILITIES WASTEWATER QUAL LOB","SALARIES AND WAGES",527051
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES IND WASTE PRETREAT","UTILITIES WASTEWATER QUAL LOB","TELEPHONE",75
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES INFRSTRCTRE RECORDS","UTILITIES ENGINEERING LOB","BUDGET-VACANCY DISCOUNT",-4182
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES INFRSTRCTRE RECORDS","UTILITIES ENGINEERING LOB","HEALTH AND WELFARE INSURANCE",36747
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES INFRSTRCTRE RECORDS","UTILITIES ENGINEERING LOB","RETIREMENT PENSION CONTRIB",11912
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES INFRSTRCTRE RECORDS","UTILITIES ENGINEERING LOB","SALARIES AND WAGES",197247
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES LIFT STATION","UTILITIES WASTEWATER QUAL LOB","BOTTLED GAS",150
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES LIFT STATION","UTILITIES WASTEWATER QUAL LOB","BUDGET-VACANCY DISCOUNT",-17359
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES LIFT STATION","UTILITIES WASTEWATER QUAL LOB","BUILDING MAINTENANCE",400
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES LIFT STATION","UTILITIES WASTEWATER QUAL LOB","CHEMICALS",34300
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES LIFT STATION","UTILITIES WASTEWATER QUAL LOB","COMPUTER SUPPLIES",5000
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES LIFT STATION","UTILITIES WASTEWATER QUAL LOB","ELECTRICITY",110000
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES LIFT STATION","UTILITIES WASTEWATER QUAL LOB","GROUNDS IMPROVEMENT",18500
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES LIFT STATION","UTILITIES WASTEWATER QUAL LOB","HEALTH AND WELFARE INSURANCE",168099
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES LIFT STATION","UTILITIES WASTEWATER QUAL LOB","JANITOR SUPPLIES",1500
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES LIFT STATION","UTILITIES WASTEWATER QUAL LOB","MACHINERY AND EQUIPMENT MTCE",35000
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES LIFT STATION","UTILITIES WASTEWATER QUAL LOB","MEMBERSHIPS",325
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES LIFT STATION","UTILITIES WASTEWATER QUAL LOB","MISCELLANEOUS SRVCS CONTRACTS",2550
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES LIFT STATION","UTILITIES WASTEWATER QUAL LOB","NATURAL GAS",5000
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES LIFT STATION","UTILITIES WASTEWATER QUAL LOB","NON-CAPITAL FURNITURE & FIXTUR",2500
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES LIFT STATION","UTILITIES WASTEWATER QUAL LOB","OFFICE SUPPLIES",1900
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES LIFT STATION","UTILITIES WASTEWATER QUAL LOB","OTHER EQUIPMENT",14000
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES LIFT STATION","UTILITIES WASTEWATER QUAL LOB","OTHER SERVICES AND CHARGES",1500
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES LIFT STATION","UTILITIES WASTEWATER QUAL LOB","OTHER SUPPLIES",2700
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES LIFT STATION","UTILITIES WASTEWATER QUAL LOB","OVERTIME WAGES",12373
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES LIFT STATION","UTILITIES WASTEWATER QUAL LOB","PART TIME & TEMPORARY WAGES",14169
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES LIFT STATION","UTILITIES WASTEWATER QUAL LOB","POSTAGE",40
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES LIFT STATION","UTILITIES WASTEWATER QUAL LOB","PROFESSIONAL SERVICES-OTHER",1325
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES LIFT STATION","UTILITIES WASTEWATER QUAL LOB","REPAIR & MAINTENANCE PARTS",112000
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES LIFT STATION","UTILITIES WASTEWATER QUAL LOB","RETIREMENT PENSION CONTRIB",49425
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES LIFT STATION","UTILITIES WASTEWATER QUAL LOB","SAFETY EQUIPMENT & SUPPLIES",5500
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES LIFT STATION","UTILITIES WASTEWATER QUAL LOB","SALARIES AND WAGES",818552
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES LIFT STATION","UTILITIES WASTEWATER QUAL LOB","SMALL TOOLS & MINOR EQUIP",8800
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES LIFT STATION","UTILITIES WASTEWATER QUAL LOB","TELEPHONE",3000
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES LIFT STATION","UTILITIES WASTEWATER QUAL LOB","UNIFORMS & EQUIPMENT",4440
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES LM FLEET OPERATIONS","UTILITIES LINE MAINT LOB","BUDGET-VACANCY DISCOUNT",-12093
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES LM FLEET OPERATIONS","UTILITIES LINE MAINT LOB","CLOTHING & OTHER",100
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES LM FLEET OPERATIONS","UTILITIES LINE MAINT LOB","COMPUTER SUPPLIES",500
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES LM FLEET OPERATIONS","UTILITIES LINE MAINT LOB","FUEL",462380
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES LM FLEET OPERATIONS","UTILITIES LINE MAINT LOB","HEALTH AND WELFARE INSURANCE",127534
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES LM FLEET OPERATIONS","UTILITIES LINE MAINT LOB","JANITOR SUPPLIES",500
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES LM FLEET OPERATIONS","UTILITIES LINE MAINT LOB","MACHINERY AND EQUIPMENT MTCE",1980
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES LM FLEET OPERATIONS","UTILITIES LINE MAINT LOB","MISCELLANEOUS SRVCS CONTRACTS",31220
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES LM FLEET OPERATIONS","UTILITIES LINE MAINT LOB","MOTOR OIL",11200
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES LM FLEET OPERATIONS","UTILITIES LINE MAINT LOB","OFFICE SUPPLIES",2500
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES LM FLEET OPERATIONS","UTILITIES LINE MAINT LOB","OTHER LUBRICANTS",6000
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES LM FLEET OPERATIONS","UTILITIES LINE MAINT LOB","OTHER SERVICES AND CHARGES",1646
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES LM FLEET OPERATIONS","UTILITIES LINE MAINT LOB","OTHER SUPPLIES",1000
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES LM FLEET OPERATIONS","UTILITIES LINE MAINT LOB","OVERTIME WAGES",9750
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES LM FLEET OPERATIONS","UTILITIES LINE MAINT LOB","REPAIR & MAINTENANCE PARTS",269719
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES LM FLEET OPERATIONS","UTILITIES LINE MAINT LOB","RETIREMENT PENSION CONTRIB",34439
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES LM FLEET OPERATIONS","UTILITIES LINE MAINT LOB","SALARIES AND WAGES",570367
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES LM FLEET OPERATIONS","UTILITIES LINE MAINT LOB","SMALL TOOLS & MINOR EQUIP",19500
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES LM FLEET OPERATIONS","UTILITIES LINE MAINT LOB","SUBSCRIPTIONS",900
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES LM FLEET OPERATIONS","UTILITIES LINE MAINT LOB","TIRES AND TUBES",51500
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES LM FLEET OPERATIONS","UTILITIES LINE MAINT LOB","UNIFORMS & EQUIPMENT",1882
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES LM FLEET OPERATIONS","UTILITIES LINE MAINT LOB","VEH LICENSE FEES",800
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES METER MAINTENANCE","UTILITIES CUST SERVICE LOB","BUDGET-VACANCY DISCOUNT",-31809
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES METER MAINTENANCE","UTILITIES CUST SERVICE LOB","CLOTHING & OTHER",7500
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES METER MAINTENANCE","UTILITIES CUST SERVICE LOB","COMPUTER SUPPLIES",2000
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES METER MAINTENANCE","UTILITIES CUST SERVICE LOB","HEALTH AND WELFARE INSURANCE",364138
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES METER MAINTENANCE","UTILITIES CUST SERVICE LOB","MACHINERY AND EQUIPMENT MTCE",10800
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES METER MAINTENANCE","UTILITIES CUST SERVICE LOB","OFFICE SUPPLIES",3600
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES METER MAINTENANCE","UTILITIES CUST SERVICE LOB","OTHER EQUIPMENT",12700
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES METER MAINTENANCE","UTILITIES CUST SERVICE LOB","OTHER REPAIRS AND MAINTENANCE",10000
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES METER MAINTENANCE","UTILITIES CUST SERVICE LOB","OTHER SERVICES AND CHARGES",2260
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES METER MAINTENANCE","UTILITIES CUST SERVICE LOB","OTHER SUPPLIES",2200
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES METER MAINTENANCE","UTILITIES CUST SERVICE LOB","OVERTIME WAGES",14000
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES METER MAINTENANCE","UTILITIES CUST SERVICE LOB","REPAIR & MAINTENANCE PARTS",95299
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES METER MAINTENANCE","UTILITIES CUST SERVICE LOB","RETIREMENT PENSION CONTRIB",90550
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES METER MAINTENANCE","UTILITIES CUST SERVICE LOB","SAFETY EQUIPMENT & SUPPLIES",7650
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES METER MAINTENANCE","UTILITIES CUST SERVICE LOB","SALARIES AND WAGES",1499571
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES METER MAINTENANCE","UTILITIES CUST SERVICE LOB","SMALL TOOLS & MINOR EQUIP",12250
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES PRIVATE DEVELOPMENT","UTILITIES ENGINEERING LOB","BUDGET-RECRUIT OVERAGES",37500
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES PRIVATE DEVELOPMENT","UTILITIES ENGINEERING LOB","BUDGET-VACANCY DISCOUNT",-4489
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES PRIVATE DEVELOPMENT","UTILITIES ENGINEERING LOB","HEALTH AND WELFARE INSURANCE",31531
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES PRIVATE DEVELOPMENT","UTILITIES ENGINEERING LOB","RETIREMENT PENSION CONTRIB",12782
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES PRIVATE DEVELOPMENT","UTILITIES ENGINEERING LOB","SALARIES AND WAGES",211668
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES WASTEWATER TREATMENT","UTILITIES WASTEWATER QUAL LOB","ADVERTISING",150
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES WASTEWATER TREATMENT","UTILITIES WASTEWATER QUAL LOB","BOTTLED GAS",200
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES WASTEWATER TREATMENT","UTILITIES WASTEWATER QUAL LOB","BUDGET-VACANCY DISCOUNT",-8140
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES WASTEWATER TREATMENT","UTILITIES WASTEWATER QUAL LOB","CHEMICALS",15000
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES WASTEWATER TREATMENT","UTILITIES WASTEWATER QUAL LOB","COMPUTER SUPPLIES",300
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES WASTEWATER TREATMENT","UTILITIES WASTEWATER QUAL LOB","ELECTRICITY",22000
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES WASTEWATER TREATMENT","UTILITIES WASTEWATER QUAL LOB","HEALTH AND WELFARE INSURANCE",46372
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES WASTEWATER TREATMENT","UTILITIES WASTEWATER QUAL LOB","JANITOR SUPPLIES",150
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES WASTEWATER TREATMENT","UTILITIES WASTEWATER QUAL LOB","MACHINERY AND EQUIPMENT MTCE",7400
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES WASTEWATER TREATMENT","UTILITIES WASTEWATER QUAL LOB","MEMBERSHIPS",275
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES WASTEWATER TREATMENT","UTILITIES WASTEWATER QUAL LOB","MISCELLANEOUS SRVCS CONTRACTS",1350
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES WASTEWATER TREATMENT","UTILITIES WASTEWATER QUAL LOB","NON-CAPITAL FURNITURE & FIXTUR",1691
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES WASTEWATER TREATMENT","UTILITIES WASTEWATER QUAL LOB","OFFICE SUPPLIES",1400
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES WASTEWATER TREATMENT","UTILITIES WASTEWATER QUAL LOB","OTHER EQUIPMENT",10000
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES WASTEWATER TREATMENT","UTILITIES WASTEWATER QUAL LOB","OTHER SUPPLIES",27000
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES WASTEWATER TREATMENT","UTILITIES WASTEWATER QUAL LOB","OVERTIME WAGES",200
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES WASTEWATER TREATMENT","UTILITIES WASTEWATER QUAL LOB","POSTAGE",40
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES WASTEWATER TREATMENT","UTILITIES WASTEWATER QUAL LOB","PRINTING & BINDING",1375
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES WASTEWATER TREATMENT","UTILITIES WASTEWATER QUAL LOB","PROFESSIONAL SERVICES-OTHER",13200
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES WASTEWATER TREATMENT","UTILITIES WASTEWATER QUAL LOB","REPAIR & MAINTENANCE PARTS",10800
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES WASTEWATER TREATMENT","UTILITIES WASTEWATER QUAL LOB","RETIREMENT PENSION CONTRIB",23177
"WATER UTILITIES","WASTEWATER CITY OPERATIONS","UTILITIES WASTEWATER TREATMENT","UTILITIES WASTEWATER QUAL LOB","SAFETY EQUIPMENT & SUPPLIES",340
