FiscalYear,AccountType,FundCode,FundDescription,OperatingUnit,OperatingUnitDescription,ProgramID,ProgramName,LineOfBusinessID,LOBName,Account,Account Description,FY2015 Budget
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990505,UTILITIES HEFNER TREATMENT,39905,UTILITIES WATER QUALITY LOB,51010004,PART TIME & TEMPORARY WAGES,13500
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990505,UTILITIES HEFNER TREATMENT,39905,UTILITIES WATER QUALITY LOB,51010007,OVERTIME WAGES,30000
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990505,UTILITIES HEFNER TREATMENT,39905,UTILITIES WATER QUALITY LOB,52070001,ELECTRICITY,1668828
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990505,UTILITIES HEFNER TREATMENT,39905,UTILITIES WATER QUALITY LOB,52070007,NATURAL GAS,27500
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990505,UTILITIES HEFNER TREATMENT,39905,UTILITIES WATER QUALITY LOB,52070010,TELEPHONE,4000
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990505,UTILITIES HEFNER TREATMENT,39905,UTILITIES WATER QUALITY LOB,52130001,MEMBERSHIPS,220
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990505,UTILITIES HEFNER TREATMENT,39905,UTILITIES WATER QUALITY LOB,52340016,MACHINERY AND EQUIPMENT MTCE,27000
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990505,UTILITIES HEFNER TREATMENT,39905,UTILITIES WATER QUALITY LOB,52400007,OTHER EQUIPMENT RENTAL,1450
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990505,UTILITIES HEFNER TREATMENT,39905,UTILITIES WATER QUALITY LOB,52890001,OTHER SERVICES AND CHARGES,145989
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990505,UTILITIES HEFNER TREATMENT,39905,UTILITIES WATER QUALITY LOB,53010001,OFFICE SUPPLIES,4500
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990505,UTILITIES HEFNER TREATMENT,39905,UTILITIES WATER QUALITY LOB,53010007,COMPUTER SUPPLIES,6000
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990505,UTILITIES HEFNER TREATMENT,39905,UTILITIES WATER QUALITY LOB,53010016,NON-CAPITAL FURNITURE & FIXTUR,1400
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990505,UTILITIES HEFNER TREATMENT,39905,UTILITIES WATER QUALITY LOB,53040001,JANITOR SUPPLIES,3754
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990505,UTILITIES HEFNER TREATMENT,39905,UTILITIES WATER QUALITY LOB,53040007,FUEL,1500
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990505,UTILITIES HEFNER TREATMENT,39905,UTILITIES WATER QUALITY LOB,53040013,REPAIR & MAINTENANCE PARTS,229417
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990505,UTILITIES HEFNER TREATMENT,39905,UTILITIES WATER QUALITY LOB,53040025,SMALL TOOLS & MINOR EQUIP,6000
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990505,UTILITIES HEFNER TREATMENT,39905,UTILITIES WATER QUALITY LOB,53040031,OTHER EQUIPMENT,11000
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990505,UTILITIES HEFNER TREATMENT,39905,UTILITIES WATER QUALITY LOB,53130013,CHEMICALS,2275000
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990505,UTILITIES HEFNER TREATMENT,39905,UTILITIES WATER QUALITY LOB,53890004,CLOTHING & OTHER,13496
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990505,UTILITIES HEFNER TREATMENT,39905,UTILITIES WATER QUALITY LOB,53890022,OTHER SUPPLIES,14540
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990506,UTILITIES OVERHOLSER TREATMENT,39905,UTILITIES WATER QUALITY LOB,51010007,OVERTIME WAGES,15000
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990506,UTILITIES OVERHOLSER TREATMENT,39905,UTILITIES WATER QUALITY LOB,52070001,ELECTRICITY,73207
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990506,UTILITIES OVERHOLSER TREATMENT,39905,UTILITIES WATER QUALITY LOB,52070007,NATURAL GAS,15000
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990506,UTILITIES OVERHOLSER TREATMENT,39905,UTILITIES WATER QUALITY LOB,52070010,TELEPHONE,3798
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990506,UTILITIES OVERHOLSER TREATMENT,39905,UTILITIES WATER QUALITY LOB,52130001,MEMBERSHIPS,225
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990506,UTILITIES OVERHOLSER TREATMENT,39905,UTILITIES WATER QUALITY LOB,52340016,MACHINERY AND EQUIPMENT MTCE,14040
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990506,UTILITIES OVERHOLSER TREATMENT,39905,UTILITIES WATER QUALITY LOB,52400007,OTHER EQUIPMENT RENTAL,560
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990506,UTILITIES OVERHOLSER TREATMENT,39905,UTILITIES WATER QUALITY LOB,52890001,OTHER SERVICES AND CHARGES,7360
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990506,UTILITIES OVERHOLSER TREATMENT,39905,UTILITIES WATER QUALITY LOB,53010001,OFFICE SUPPLIES,3175
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990506,UTILITIES OVERHOLSER TREATMENT,39905,UTILITIES WATER QUALITY LOB,53010007,COMPUTER SUPPLIES,1500
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990506,UTILITIES OVERHOLSER TREATMENT,39905,UTILITIES WATER QUALITY LOB,53010016,NON-CAPITAL FURNITURE & FIXTUR,2000
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990506,UTILITIES OVERHOLSER TREATMENT,39905,UTILITIES WATER QUALITY LOB,53040001,JANITOR SUPPLIES,3000
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990506,UTILITIES OVERHOLSER TREATMENT,39905,UTILITIES WATER QUALITY LOB,53040013,REPAIR & MAINTENANCE PARTS,100048
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990506,UTILITIES OVERHOLSER TREATMENT,39905,UTILITIES WATER QUALITY LOB,53040025,SMALL TOOLS & MINOR EQUIP,5610
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990506,UTILITIES OVERHOLSER TREATMENT,39905,UTILITIES WATER QUALITY LOB,53040031,OTHER EQUIPMENT,13500
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990506,UTILITIES OVERHOLSER TREATMENT,39905,UTILITIES WATER QUALITY LOB,53100001,EDUCATIONAL & TRAINING,200
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990506,UTILITIES OVERHOLSER TREATMENT,39905,UTILITIES WATER QUALITY LOB,53130013,CHEMICALS,1133377
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990506,UTILITIES OVERHOLSER TREATMENT,39905,UTILITIES WATER QUALITY LOB,53890004,CLOTHING & OTHER,11841
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990506,UTILITIES OVERHOLSER TREATMENT,39905,UTILITIES WATER QUALITY LOB,53890022,OTHER SUPPLIES,1460
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990507,UTILITIES TRUST PROPERTY MAINT,39905,UTILITIES WATER QUALITY LOB,51010007,OVERTIME WAGES,4200
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990507,UTILITIES TRUST PROPERTY MAINT,39905,UTILITIES WATER QUALITY LOB,52070001,ELECTRICITY,17500
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990507,UTILITIES TRUST PROPERTY MAINT,39905,UTILITIES WATER QUALITY LOB,52070007,NATURAL GAS,5500
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990507,UTILITIES TRUST PROPERTY MAINT,39905,UTILITIES WATER QUALITY LOB,52070010,TELEPHONE,2000
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990507,UTILITIES TRUST PROPERTY MAINT,39905,UTILITIES WATER QUALITY LOB,52340016,MACHINERY AND EQUIPMENT MTCE,15960
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990507,UTILITIES TRUST PROPERTY MAINT,39905,UTILITIES WATER QUALITY LOB,52400007,OTHER EQUIPMENT RENTAL,3000
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990507,UTILITIES TRUST PROPERTY MAINT,39905,UTILITIES WATER QUALITY LOB,52890001,OTHER SERVICES AND CHARGES,119247
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990507,UTILITIES TRUST PROPERTY MAINT,39905,UTILITIES WATER QUALITY LOB,53010001,OFFICE SUPPLIES,2000
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990507,UTILITIES TRUST PROPERTY MAINT,39905,UTILITIES WATER QUALITY LOB,53010007,COMPUTER SUPPLIES,2000
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990507,UTILITIES TRUST PROPERTY MAINT,39905,UTILITIES WATER QUALITY LOB,53010016,NON-CAPITAL FURNITURE & FIXTUR,2400
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990507,UTILITIES TRUST PROPERTY MAINT,39905,UTILITIES WATER QUALITY LOB,53040001,JANITOR SUPPLIES,3000
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990507,UTILITIES TRUST PROPERTY MAINT,39905,UTILITIES WATER QUALITY LOB,53040007,FUEL,93000
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990507,UTILITIES TRUST PROPERTY MAINT,39905,UTILITIES WATER QUALITY LOB,53040013,REPAIR & MAINTENANCE PARTS,91047
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990507,UTILITIES TRUST PROPERTY MAINT,39905,UTILITIES WATER QUALITY LOB,53040025,SMALL TOOLS & MINOR EQUIP,11000
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990507,UTILITIES TRUST PROPERTY MAINT,39905,UTILITIES WATER QUALITY LOB,53040031,OTHER EQUIPMENT,5500
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990507,UTILITIES TRUST PROPERTY MAINT,39905,UTILITIES WATER QUALITY LOB,53100001,EDUCATIONAL & TRAINING,100
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990507,UTILITIES TRUST PROPERTY MAINT,39905,UTILITIES WATER QUALITY LOB,53890004,CLOTHING & OTHER,24110
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990507,UTILITIES TRUST PROPERTY MAINT,39905,UTILITIES WATER QUALITY LOB,53890022,OTHER SUPPLIES,2348
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990505,UTILITIES HEFNER TREATMENT,39905,UTILITIES WATER QUALITY LOB,51000004,BUDGET-VACANCY DISCOUNT,-26031
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990110,UTILITIES BUSINESS SERVICES,39901,UTILITIES ADMIN LOB,52280036,CHARGEBACK-BANKING CHARGES,171778
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990507,UTILITIES TRUST PROPERTY MAINT,39905,UTILITIES WATER QUALITY LOB,51000004,BUDGET-VACANCY DISCOUNT,-10660
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990304,UTILITIES INFRSTRCTRE RECORDS,39903,UTILITIES ENGINEERING LOB,51000004,BUDGET-VACANCY DISCOUNT,-4183
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990404,UTILITIES LM FLEET OPERATIONS,39904,UTILITIES LINE MAINT LOB,51000004,BUDGET-VACANCY DISCOUNT,-12099
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990202,UTILITIES METER MAINTENANCE,39902,UTILITIES CUST SERVICE LOB,53160008,SAFETY EQUIPMENT & SUPPLIES,7650
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990402,UTILITIES WATER LINE MAINT,39904,UTILITIES LINE MAINT LOB,51000004,BUDGET-VACANCY DISCOUNT,-77108
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990502,UTILITIES RAW WATER,39905,UTILITIES WATER QUALITY LOB,51000004,BUDGET-VACANCY DISCOUNT,-6616
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990110,UTILITIES BUSINESS SERVICES,39901,UTILITIES ADMIN LOB,51070004,RETIREMENT PENSION CONTRIB,15131
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990110,UTILITIES BUSINESS SERVICES,39901,UTILITIES ADMIN LOB,51010001,SALARIES AND WAGES,250570
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990110,UTILITIES BUSINESS SERVICES,39901,UTILITIES ADMIN LOB,51070001,HEALTH AND WELFARE INSURANCE,34776
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990204,UTILIITIES CUST SERV BILLING,39902,UTILITIES CUST SERVICE LOB,51000004,BUDGET-VACANCY DISCOUNT,-5927
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990110,UTILITIES BUSINESS SERVICES,39901,UTILITIES ADMIN LOB,51000004,BUDGET-VACANCY DISCOUNT,-27030
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990204,UTILIITIES CUST SERV BILLING,39902,UTILITIES CUST SERVICE LOB,51000016,BUDGET-RECRUIT OVERAGES,124055
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990302,UTILITIES PRIVATE DEVELOPMENT,39903,UTILITIES ENGINEERING LOB,51000016,BUDGET-RECRUIT OVERAGES,37500
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990303,UTILITIES DESIGN,39903,UTILITIES ENGINEERING LOB,51000004,BUDGET-VACANCY DISCOUNT,-13457
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990202,UTILITIES METER MAINTENANCE,39902,UTILITIES CUST SERVICE LOB,51000004,BUDGET-VACANCY DISCOUNT,-15108
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990101,UTILITIES EXECUTIVE LEADERSHIP,39901,UTILITIES ADMIN LOB,51000004,BUDGET-VACANCY DISCOUNT,-3339
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990204,UTILIITIES CUST SERV BILLING,39902,UTILITIES CUST SERVICE LOB,51000004,BUDGET-VACANCY DISCOUNT,-32629
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990506,UTILITIES OVERHOLSER TREATMENT,39905,UTILITIES WATER QUALITY LOB,51000004,BUDGET-VACANCY DISCOUNT,-5185
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990503,UTILITIES LAB AND SYS QUALITY,39905,UTILITIES WATER QUALITY LOB,51070004,RETIREMENT PENSION CONTRIB,20781
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990503,UTILITIES LAB AND SYS QUALITY,39905,UTILITIES WATER QUALITY LOB,51010001,SALARIES AND WAGES,344174
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990503,UTILITIES LAB AND SYS QUALITY,39905,UTILITIES WATER QUALITY LOB,51070001,HEALTH AND WELFARE INSURANCE,69558
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990507,UTILITIES TRUST PROPERTY MAINT,39905,UTILITIES WATER QUALITY LOB,51070004,RETIREMENT PENSION CONTRIB,4058
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990507,UTILITIES TRUST PROPERTY MAINT,39905,UTILITIES WATER QUALITY LOB,51010001,SALARIES AND WAGES,67208
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990507,UTILITIES TRUST PROPERTY MAINT,39905,UTILITIES WATER QUALITY LOB,51070001,HEALTH AND WELFARE INSURANCE,23186
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990507,UTILITIES TRUST PROPERTY MAINT,39905,UTILITIES WATER QUALITY LOB,51070004,RETIREMENT PENSION CONTRIB,37539
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990507,UTILITIES TRUST PROPERTY MAINT,39905,UTILITIES WATER QUALITY LOB,51010001,SALARIES AND WAGES,621679
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990507,UTILITIES TRUST PROPERTY MAINT,39905,UTILITIES WATER QUALITY LOB,51070001,HEALTH AND WELFARE INSURANCE,127522
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990304,UTILITIES INFRSTRCTRE RECORDS,39903,UTILITIES ENGINEERING LOB,51070004,RETIREMENT PENSION CONTRIB,11912
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990304,UTILITIES INFRSTRCTRE RECORDS,39903,UTILITIES ENGINEERING LOB,51010001,SALARIES AND WAGES,197249
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990304,UTILITIES INFRSTRCTRE RECORDS,39903,UTILITIES ENGINEERING LOB,51070001,HEALTH AND WELFARE INSURANCE,36753
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990302,UTILITIES PRIVATE DEVELOPMENT,39903,UTILITIES ENGINEERING LOB,51070004,RETIREMENT PENSION CONTRIB,12784
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990302,UTILITIES PRIVATE DEVELOPMENT,39903,UTILITIES ENGINEERING LOB,51010001,SALARIES AND WAGES,211668
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990302,UTILITIES PRIVATE DEVELOPMENT,39903,UTILITIES ENGINEERING LOB,51070001,HEALTH AND WELFARE INSURANCE,31536
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990507,UTILITIES TRUST PROPERTY MAINT,39905,UTILITIES WATER QUALITY LOB,51070004,RETIREMENT PENSION CONTRIB,30889
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990507,UTILITIES TRUST PROPERTY MAINT,39905,UTILITIES WATER QUALITY LOB,51010001,SALARIES AND WAGES,502044
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990507,UTILITIES TRUST PROPERTY MAINT,39905,UTILITIES WATER QUALITY LOB,51070001,HEALTH AND WELFARE INSURANCE,81151
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990110,UTILITIES BUSINESS SERVICES,39901,UTILITIES ADMIN LOB,52070004,"WATER, SEWER & REFUSE",20000
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990110,UTILITIES BUSINESS SERVICES,39901,UTILITIES ADMIN LOB,52070010,TELEPHONE,1500
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990110,UTILITIES BUSINESS SERVICES,39901,UTILITIES ADMIN LOB,52010028,MISCELLANEOUS SRVCS CONTRACTS,20000
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990110,UTILITIES BUSINESS SERVICES,39901,UTILITIES ADMIN LOB,52000007,BUDGET-OPERATING RESERVE,1150000
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990110,UTILITIES BUSINESS SERVICES,39901,UTILITIES ADMIN LOB,51510004,EMPLOYEE PARKING,64143
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990110,UTILITIES BUSINESS SERVICES,39901,UTILITIES ADMIN LOB,51130004,CAR ALLOWANCE,1500
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990110,UTILITIES BUSINESS SERVICES,39901,UTILITIES ADMIN LOB,51010004,PART TIME & TEMPORARY WAGES,15000
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990507,UTILITIES TRUST PROPERTY MAINT,39905,UTILITIES WATER QUALITY LOB,51000004,BUDGET-VACANCY DISCOUNT,-1426
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990110,UTILITIES BUSINESS SERVICES,39901,UTILITIES ADMIN LOB,51000013,BUDGET-SALARY RESERVE,355468
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990402,UTILITIES WATER LINE MAINT,39904,UTILITIES LINE MAINT LOB,51000004,BUDGET-VACANCY DISCOUNT,-6886
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990507,UTILITIES TRUST PROPERTY MAINT,39905,UTILITIES WATER QUALITY LOB,53160008,SAFETY EQUIPMENT & SUPPLIES,12500
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990402,UTILITIES WATER LINE MAINT,39904,UTILITIES LINE MAINT LOB,52070013,LANDFILL,12000
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990110,UTILITIES BUSINESS SERVICES,39901,UTILITIES ADMIN LOB,51070004,RETIREMENT PENSION CONTRIB,78593
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990110,UTILITIES BUSINESS SERVICES,39901,UTILITIES ADMIN LOB,51010001,SALARIES AND WAGES,1272876
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990110,UTILITIES BUSINESS SERVICES,39901,UTILITIES ADMIN LOB,51070001,HEALTH AND WELFARE INSURANCE,214455
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990110,UTILITIES BUSINESS SERVICES,39901,UTILITIES ADMIN LOB,53040031,OTHER EQUIPMENT,10000
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990110,UTILITIES BUSINESS SERVICES,39901,UTILITIES ADMIN LOB,53890022,OTHER SUPPLIES,3000
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990110,UTILITIES BUSINESS SERVICES,39901,UTILITIES ADMIN LOB,53040013,REPAIR & MAINTENANCE PARTS,60000
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990110,UTILITIES BUSINESS SERVICES,39901,UTILITIES ADMIN LOB,53010016,NON-CAPITAL FURNITURE & FIXTUR,3000
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990110,UTILITIES BUSINESS SERVICES,39901,UTILITIES ADMIN LOB,53010013,NON-CAPITAL OFFICE MACHINES,1000
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990110,UTILITIES BUSINESS SERVICES,39901,UTILITIES ADMIN LOB,53010001,OFFICE SUPPLIES,5000
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990110,UTILITIES BUSINESS SERVICES,39901,UTILITIES ADMIN LOB,53010007,COMPUTER SUPPLIES,40000
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990110,UTILITIES BUSINESS SERVICES,39901,UTILITIES ADMIN LOB,52890001,OTHER SERVICES AND CHARGES,10000
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990110,UTILITIES BUSINESS SERVICES,39901,UTILITIES ADMIN LOB,52340016,MACHINERY AND EQUIPMENT MTCE,3000
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990110,UTILITIES BUSINESS SERVICES,39901,UTILITIES ADMIN LOB,52280001,CHARGEBACK-ADMIN SRVCS,4098067
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990110,UTILITIES BUSINESS SERVICES,39901,UTILITIES ADMIN LOB,52250001,ADVERTISING,1000
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990110,UTILITIES BUSINESS SERVICES,39901,UTILITIES ADMIN LOB,52130001,MEMBERSHIPS,15000
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990110,UTILITIES BUSINESS SERVICES,39901,UTILITIES ADMIN LOB,52310001,PRINTING & BINDING,3000
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990110,UTILITIES BUSINESS SERVICES,39901,UTILITIES ADMIN LOB,52280013,CHARGEBACK-PRINT SHOP,46761
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990110,UTILITIES BUSINESS SERVICES,39901,UTILITIES ADMIN LOB,52280007,CHARGEBACK-RISK MANAGEMENT,1498956
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990110,UTILITIES BUSINESS SERVICES,39901,UTILITIES ADMIN LOB,52280004,CHARGEBACK-IT,2624251
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990502,UTILITIES RAW WATER,39905,UTILITIES WATER QUALITY LOB,53160008,SAFETY EQUIPMENT & SUPPLIES,12000
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990303,UTILITIES DESIGN,39903,UTILITIES ENGINEERING LOB,52100001,LICENSES,4000
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990110,UTILITIES BUSINESS SERVICES,39901,UTILITIES ADMIN LOB,52290010,CHARGEBACK-POSTAGE,24588
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990110,UTILITIES BUSINESS SERVICES,39901,UTILITIES ADMIN LOB,52049001,EMPLOYEE TRAINING,41464
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990110,UTILITIES BUSINESS SERVICES,39901,UTILITIES ADMIN LOB,52370002,EMPLOYEE TRAVEL REIMBURSEMENT,19500
FY14-15,Expense,399,WATER UTILITIES,3001,WATER CITY OPERATIONS,3990502,UTILITIES RAW WATER,39905,UTILITIES WATER QUALITY LOB,52340034,OTHER REPAIRS AND MAINTENANCE,1500
