Fiscal Year,Account Type,Department,Division,ORG_NAME,Org Description,Fund Code,Fund Description,Account Category,Account Code,Account Description,Amount
FY19,Expense,Public Services,Water,Coldbr Dist-Admin Gen,4510 - Coldbr Dist-Admin Gen,5910,Water Operations,Personnel Services,7110,Hospitalization Insurance,97920
FY19,Expense,Public Services,Water,Coldbr Dist-Admin Gen,4510 - Coldbr Dist-Admin Gen,5910,Water Operations,Personnel Services,7115,Retiree Health Care-OPEB,48309
FY19,Expense,Public Services,Water,Coldbr Dist-Admin Gen,4510 - Coldbr Dist-Admin Gen,5910,Water Operations,Personnel Services,7120,Retirement Fund Contribution,88835
FY19,Expense,Public Services,Water,Coldbr Dist-Admin Gen,4510 - Coldbr Dist-Admin Gen,5910,Water Operations,Personnel Services,7135,Unemployment Compensation,540
FY19,Expense,Public Services,Water,Coldbr Dist-Admin Gen,4510 - Coldbr Dist-Admin Gen,5910,Water Operations,Personnel Services,7165,Shift Differential,250
FY19,Expense,Public Services,Water,Coldbr Dist-Admin Gen,4510 - Coldbr Dist-Admin Gen,5910,Water Operations,Supplies,7520,Supplies,90000
FY19,Expense,Public Services,Water,Coldbr Dist-Admin Gen,4510 - Coldbr Dist-Admin Gen,5910,Water Operations,Supplies,7670,Clothing,600
FY19,Expense,Public Services,Water,Coldbr Dist-Admin Gen,4510 - Coldbr Dist-Admin Gen,5910,Water Operations,Other Services and Charges,8010,Contractual Services,268100
FY19,Expense,Public Services,Water,Coldbr Dist-Admin Gen,4510 - Coldbr Dist-Admin Gen,5910,Water Operations,Other Services and Charges,8015,Contract Serv-Training,5000
FY19,Expense,Public Services,Water,Coldbr Dist-Admin Gen,4510 - Coldbr Dist-Admin Gen,5910,Water Operations,Other Services and Charges,8080,Pavement Repair,5000
FY19,Expense,Public Services,Water,Coldbr Dist-Admin Gen,4510 - Coldbr Dist-Admin Gen,5910,Water Operations,Other Services and Charges,8240,Fees,500
FY19,Expense,Public Services,Water,Coldbr Dist-Admin Gen,4510 - Coldbr Dist-Admin Gen,5910,Water Operations,Other Services and Charges,8500,Telephone,3500
FY19,Expense,Public Services,Water,Coldbr Dist-Admin Gen,4510 - Coldbr Dist-Admin Gen,5910,Water Operations,Other Services and Charges,8505,Employee Phone Reimbursement,450
FY19,Expense,Public Services,Water,Coldbr Dist-Admin Gen,4510 - Coldbr Dist-Admin Gen,5910,Water Operations,Other Services and Charges,9180,Water,9500
FY19,Expense,Public Services,Water,Coldbr Dist-Admin Gen,4510 - Coldbr Dist-Admin Gen,5910,Water Operations,Other Services and Charges,9190,Refuse Collection Charges,650
FY19,Expense,Public Services,Water,Coldbr Dist-Admin Gen,4510 - Coldbr Dist-Admin Gen,5910,Water Operations,Other Services and Charges,9200,Electricity,1400000
FY19,Expense,Public Services,Water,Coldbr Dist-Admin Gen,4510 - Coldbr Dist-Admin Gen,5910,Water Operations,Other Services and Charges,9210,Natural Gas,80000
FY19,Expense,Public Services,Water,Coldbr Dist-Admin Gen,4510 - Coldbr Dist-Admin Gen,5910,Water Operations,Other Services and Charges,9340,Maintenance Service,40000
FY19,Expense,Public Services,Water,Coldbr Dist-Admin Gen,4510 - Coldbr Dist-Admin Gen,5910,Water Operations,Other Services and Charges,9410,Equipment Rentals or Lease,6452
FY19,Expense,Public Services,Water,Coldbr Dist-Admin Gen,4510 - Coldbr Dist-Admin Gen,5910,Water Operations,Other Services and Charges,9440,Fleet Management Equipment Charges,68367
FY19,Expense,Public Services,Water,Coldbr Dist-Admin Gen,4510 - Coldbr Dist-Admin Gen,5910,Water Operations,Other Services and Charges,9480,Computer Services-from IT,14349
FY19,Expense,Public Services,Water,Coldbr Dist-Admin Gen,4510 - Coldbr Dist-Admin Gen,5910,Water Operations,Capital Outlays,9760,Equipment,90000
FY19,Expense,Public Services,Water,Field Op-Admin General,6010 - Field Op-Admin General,5910,Water Operations,Personnel Services,7020,Full Time Employees,1834942
FY19,Expense,Public Services,Water,Field Op-Admin General,6010 - Field Op-Admin General,5910,Water Operations,Personnel Services,7025,Acting Assignment,5000
FY19,Expense,Public Services,Water,Field Op-Admin General,6010 - Field Op-Admin General,5910,Water Operations,Personnel Services,7040,Temporary Noncontract Employees,32000
FY19,Expense,Public Services,Water,Field Op-Admin General,6010 - Field Op-Admin General,5910,Water Operations,Personnel Services,7055,Time & One-half,250000
FY19,Expense,Public Services,Water,Field Op-Admin General,6010 - Field Op-Admin General,5910,Water Operations,Personnel Services,7105,Employers FICA,140425
FY19,Expense,Public Services,Water,Field Op-Admin General,6010 - Field Op-Admin General,5910,Water Operations,Personnel Services,7110,Hospitalization Insurance,444264
FY19,Expense,Public Services,Water,Field Op-Admin General,6010 - Field Op-Admin General,5910,Water Operations,Personnel Services,7115,Retiree Health Care-OPEB,226538
FY19,Expense,Public Services,Water,Field Op-Admin General,6010 - Field Op-Admin General,5910,Water Operations,Personnel Services,7120,Retirement Fund Contribution,416607
FY19,Expense,Public Services,Water,Field Op-Admin General,6010 - Field Op-Admin General,5910,Water Operations,Personnel Services,7135,Unemployment Compensation,2582
FY19,Expense,Public Services,Water,Field Op-Admin General,6010 - Field Op-Admin General,5910,Water Operations,Personnel Services,7165,Shift Differential,1200
FY19,Expense,Public Services,Water,Field Op-Admin General,6010 - Field Op-Admin General,5910,Water Operations,Supplies,7520,Supplies,550000
FY19,Expense,Public Services,Water,Field Op-Admin General,6010 - Field Op-Admin General,5910,Water Operations,Supplies,7670,Clothing,11150
FY19,Expense,Public Services,Water,Field Op-Admin General,6010 - Field Op-Admin General,5910,Water Operations,Other Services and Charges,8010,Contractual Services,2675000
FY19,Expense,Public Services,Water,Field Op-Admin General,6010 - Field Op-Admin General,5910,Water Operations,Other Services and Charges,8011,Contract Employees-Temporary Services,108032
FY19,Expense,Public Services,Water,Field Op-Admin General,6010 - Field Op-Admin General,5910,Water Operations,Other Services and Charges,8500,Telephone,20000
FY19,Expense,Public Services,Water,Field Op-Admin General,6010 - Field Op-Admin General,5910,Water Operations,Other Services and Charges,8505,Employee Phone Reimbursement,4619
FY19,Expense,Public Services,Water,Field Op-Admin General,6010 - Field Op-Admin General,5910,Water Operations,Other Services and Charges,9150,Memberships,1050
FY19,Expense,Public Services,Water,Field Op-Admin General,6010 - Field Op-Admin General,5910,Water Operations,Other Services and Charges,9340,Maintenance Service,30000
FY19,Expense,Public Services,Water,Field Op-Admin General,6010 - Field Op-Admin General,5910,Water Operations,Other Services and Charges,9410,Equipment Rentals or Lease,34573
FY19,Expense,Public Services,Water,Field Op-Admin General,6010 - Field Op-Admin General,5910,Water Operations,Other Services and Charges,9440,Fleet Management Equipment Charges,972715
FY19,Expense,Public Services,Water,Field Op-Admin General,6010 - Field Op-Admin General,5910,Water Operations,Other Services and Charges,9470,Employee Parking,600
FY19,Expense,Public Services,Water,Field Op-Admin General,6010 - Field Op-Admin General,5910,Water Operations,Other Services and Charges,9480,Computer Services-from IT,148132
FY19,Expense,Public Services,Water,Field Op-Admin General,6010 - Field Op-Admin General,5910,Water Operations,Capital Outlays,9760,Equipment,140000
FY19,Expense,Public Services,Water,Field Op-Admin General,6010 - Field Op-Admin General,5910,Water Operations,Capital Outlays,9800,Furniture,5000
FY19,Expense,Public Services,Water,Filtration-Admin General,6510 - Filtration-Admin General,5910,Water Operations,Personnel Services,7020,Full Time Employees,1918263
FY19,Expense,Public Services,Water,Filtration-Admin General,6510 - Filtration-Admin General,5910,Water Operations,Personnel Services,7025,Acting Assignment,5000
FY19,Expense,Public Services,Water,Filtration-Admin General,6510 - Filtration-Admin General,5910,Water Operations,Personnel Services,7050,Regular Hourly Rate,4500
FY19,Expense,Public Services,Water,Filtration-Admin General,6510 - Filtration-Admin General,5910,Water Operations,Personnel Services,7055,Time & One-half,99655
FY19,Expense,Public Services,Water,Filtration-Admin General,6510 - Filtration-Admin General,5910,Water Operations,Personnel Services,7105,Employers FICA,146752
FY19,Expense,Public Services,Water,Filtration-Admin General,6510 - Filtration-Admin General,5910,Water Operations,Personnel Services,7110,Hospitalization Insurance,446400
FY19,Expense,Public Services,Water,Filtration-Admin General,6510 - Filtration-Admin General,5910,Water Operations,Personnel Services,7115,Retiree Health Care-OPEB,236878
FY19,Expense,Public Services,Water,Filtration-Admin General,6510 - Filtration-Admin General,5910,Water Operations,Personnel Services,7120,Retirement Fund Contribution,435451
FY19,Expense,Public Services,Water,Filtration-Admin General,6510 - Filtration-Admin General,5910,Water Operations,Personnel Services,7135,Unemployment Compensation,2708
FY19,Expense,Public Services,Water,Filtration-Admin General,6510 - Filtration-Admin General,5910,Water Operations,Personnel Services,7165,Shift Differential,9000
FY19,Expense,Public Services,Water,Filtration-Admin General,6510 - Filtration-Admin General,5910,Water Operations,Supplies,7520,Supplies,196000
FY19,Expense,Public Services,Water,Filtration-Admin General,6510 - Filtration-Admin General,5910,Water Operations,Supplies,7530,Process Chemicals,1106000
FY19,Expense,Public Services,Water,Filtration-Admin General,6510 - Filtration-Admin General,5910,Water Operations,Supplies,7670,Clothing,6000
FY19,Expense,Public Services,Water,Filtration-Admin General,6510 - Filtration-Admin General,5910,Water Operations,Supplies,7910,Subscriptions and Publications,400
FY19,Expense,Public Services,Water,Filtration-Admin General,6510 - Filtration-Admin General,5910,Water Operations,Other Services and Charges,8010,Contractual Services,351400
FY19,Expense,Public Services,Water,Filtration-Admin General,6510 - Filtration-Admin General,5910,Water Operations,Other Services and Charges,8011,Contract Employees-Temporary Services,56000
FY19,Expense,Public Services,Water,Filtration-Admin General,6510 - Filtration-Admin General,5910,Water Operations,Other Services and Charges,8240,Fees,4000
FY19,Expense,Public Services,Water,Filtration-Admin General,6510 - Filtration-Admin General,5910,Water Operations,Other Services and Charges,8500,Telephone,25000
FY19,Expense,Public Services,Water,Filtration-Admin General,6510 - Filtration-Admin General,5910,Water Operations,Other Services and Charges,8505,Employee Phone Reimbursement,7000
FY19,Expense,Public Services,Water,Filtration-Admin General,6510 - Filtration-Admin General,5910,Water Operations,Other Services and Charges,8510,Postage,170
FY19,Expense,Public Services,Water,Filtration-Admin General,6510 - Filtration-Admin General,5910,Water Operations,Other Services and Charges,9100,Professional Development,1000
FY19,Expense,Public Services,Water,Filtration-Admin General,6510 - Filtration-Admin General,5910,Water Operations,Other Services and Charges,9190,Refuse Collection Charges,6000
FY19,Expense,Public Services,Water,Filtration-Admin General,6510 - Filtration-Admin General,5910,Water Operations,Other Services and Charges,9200,Electricity,2060000
FY19,Expense,Public Services,Water,Filtration-Admin General,6510 - Filtration-Admin General,5910,Water Operations,Other Services and Charges,9210,Natural Gas,160000
FY19,Expense,Public Services,Water,Filtration-Admin General,6510 - Filtration-Admin General,5910,Water Operations,Other Services and Charges,9340,Maintenance Service,654200
FY19,Expense,Public Services,Water,Filtration-Admin General,6510 - Filtration-Admin General,5910,Water Operations,Other Services and Charges,9410,Equipment Rentals or Lease,2326
FY19,Expense,Public Services,Water,Filtration-Admin General,6510 - Filtration-Admin General,5910,Water Operations,Other Services and Charges,9440,Fleet Management Equipment Charges,49630
FY19,Expense,Public Services,Water,Filtration-Admin General,6510 - Filtration-Admin General,5910,Water Operations,Other Services and Charges,9470,Employee Parking,850
FY19,Expense,Public Services,Water,Filtration-Admin General,6510 - Filtration-Admin General,5910,Water Operations,Other Services and Charges,9480,Computer Services-from IT,153058
FY19,Expense,Public Services,Water,Filtration-Admin General,6510 - Filtration-Admin General,5910,Water Operations,Capital Outlays,9760,Equipment,375000
FY19,Expense,Public Services,Water,Filtration-Admin General,6510 - Filtration-Admin General,5910,Water Operations,Capital Outlays,9800,Furniture,5000
FY19,Expense,Public Services,Water,Filtration-Admin General,6510 - Filtration-Admin General,5910,Water Operations,Capital Outlays,9840,Software,60000
FY19,Expense,Public Services,Water,Capital Projects,9000 - Capital Projects,5911,Water Replacement,Capital Outlays,9880,Construction In Progress,11977000
FY19,Expense,Public Services,Water,Capital Projects,9000 - Capital Projects,5915,WSS Revenue Bonds 2018,Capital Outlays,9880,Construction In Progress,26021000
FY19,Expense,Purchasing,Purchasing,Administration,1000 - Administration,1010,General Fund Operating,Personnel Services,7020,Full Time Employees,282857
FY19,Expense,Purchasing,Purchasing,Administration,1000 - Administration,1010,General Fund Operating,Personnel Services,7105,Employers FICA,21647
FY19,Expense,Purchasing,Purchasing,Administration,1000 - Administration,1010,General Fund Operating,Personnel Services,7110,Hospitalization Insurance,45360
FY19,Expense,Purchasing,Purchasing,Administration,1000 - Administration,1010,General Fund Operating,Personnel Services,7115,Retiree Health Care-OPEB,35066
FY19,Expense,Purchasing,Purchasing,Administration,1000 - Administration,1010,General Fund Operating,Personnel Services,7120,Retirement Fund Contribution,64491
FY19,Expense,Purchasing,Purchasing,Administration,1000 - Administration,1010,General Fund Operating,Personnel Services,7135,Unemployment Compensation,384
FY19,Expense,Purchasing,Purchasing,Administration,1000 - Administration,1010,General Fund Operating,Supplies,7520,Supplies,15000
FY19,Expense,Purchasing,Purchasing,Administration,1000 - Administration,1010,General Fund Operating,Supplies,7910,Subscriptions and Publications,500
FY19,Expense,Purchasing,Purchasing,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,8505,Employee Phone Reimbursement,100
FY19,Expense,Purchasing,Purchasing,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,8510,Postage,1000
