Fiscal Year,Account Type,Department,Division,Fund Description,Account Category,Account Description,Amount
FY20,Expense,Economic Development,Parking,Parking Operating,Other Services and Charges,Buildings Rentals or Lease-Facility Mgmt,110744
FY20,Expense,Economic Development,Parking,Parking Operating,Other Services and Charges,311 Call Center Services,53007
FY20,Expense,Economic Development,Parking,Parking Operating,Other Services and Charges,Engineering Services,4080
FY20,Expense,Economic Development,Parking,Parking Operating,Other Services and Charges,Employee Parking,1000
FY20,Expense,Economic Development,Parking,Parking Operating,Other Services and Charges,Computer Services-from IT,196638
FY20,Expense,Economic Development,Parking,Parking Operating,Other Services and Charges,A-87 Cost Allocation,414339
FY20,Revenue,Economic Development,Parking,Parking Operating,Charges for Services,Parking Fees,73000
FY20,Revenue,Economic Development,Parking,Parking Operating,Investment Income & Rentals,Rentals-Facilities,112420
FY20,Expense,Economic Development,Parking,Parking Operating,Supplies,Supplies,2500
FY20,Expense,Economic Development,Parking,Parking Operating,Personnel Services,Full Time Employees,58622
FY20,Expense,Economic Development,Parking,Parking Operating,Personnel Services,Acting Assignment,500
FY20,Expense,Economic Development,Parking,Parking Operating,Personnel Services,Regular Hourly Rate,500
FY20,Expense,Economic Development,Parking,Parking Operating,Personnel Services,Time & One-half,500
FY20,Expense,Economic Development,Parking,Parking Operating,Personnel Services,Employers FICA,4601
FY20,Expense,Economic Development,Parking,Parking Operating,Personnel Services,Hospitalization Insurance,16920
FY20,Expense,Economic Development,Parking,Parking Operating,Personnel Services,Retiree Health Care-OPEB,5015
FY20,Expense,Economic Development,Parking,Parking Operating,Personnel Services,Retirement Fund Contribution,13252
FY20,Expense,Economic Development,Parking,Parking Operating,Personnel Services,Unemployment Compensation,96
FY20,Expense,Economic Development,Parking,Parking Operating,Personnel Services,Shift Differential,1000
FY20,Expense,Economic Development,Parking,Parking Operating,Other Services and Charges,Contractual Services,25000
FY20,Expense,Economic Development,Parking,Parking Operating,Other Services and Charges,Contract Employees-Temporary Services,50000
FY20,Expense,Economic Development,Parking,Parking Operating,Other Services and Charges,Fees,33299
FY20,Expense,Economic Development,Parking,Parking Operating,Other Services and Charges,Water,8000
FY20,Expense,Economic Development,Parking,Parking Operating,Other Services and Charges,Electricity,18000
FY20,Expense,Economic Development,Parking,Parking Operating,Other Services and Charges,Maintenance Service,40251
FY20,Expense,Economic Development,Parking,Parking Operating,Other Services and Charges,Equipment Rentals or Lease,30000
FY20,Expense,Economic Development,Parking,Parking Operating,Other Services and Charges,Fleet Management Equipment Charges,14882
FY20,Expense,Economic Development,Parking,Parking Operating,Other Services and Charges,Property Taxes,22000
FY20,Revenue,Economic Development,Parking,Parking Operating,Charges for Services,Parking Fees-Daily,668060
FY20,Revenue,Economic Development,Parking,Parking Operating,Charges for Services,Parking Fees-Monthly,970879
FY20,Revenue,Economic Development,Parking,Parking Operating,Charges for Services,Parking Fees-Event,216573
FY20,Revenue,Economic Development,Parking,Parking Operating,Charges for Services,Parking Fees-Trans to Owner,-1285313
FY20,Expense,Economic Development,Parking,Parking Capital Projects,Capital Outlays,Equipment,2250000
FY20,Expense,Economic Development,Parking,Parking Capital Projects,Capital Outlays,Computer Equipment,300000
FY20,Expense,Economic Development,Parking,Parking Capital Projects,Capital Outlays,Vehicles,800000
FY20,Expense,Economic Development,Parking,Parking Capital Projects,Capital Outlays,Construction In Progress,3200000
FY20,Revenue,Economic Development,Parking,Parking Capital Projects,Other Financing Sources,Operating Transfers-Capital Projects,6550000
FY20,Expense,Economic Development,Parking,Parking Operating,Supplies,Supplies,2000
FY20,Expense,Economic Development,Parking,Parking Operating,Other Services and Charges,Fees,2400
FY20,Expense,Economic Development,Parking,Parking Operating,Other Services and Charges,Maintenance Service,6000
FY20,Revenue,Economic Development,Parking,Parking Operating,Charges for Services,Administration Services,-48110
FY20,Revenue,Economic Development,Parking,Parking Operating,Charges for Services,Parking Fees-Daily,66000
FY20,Revenue,Economic Development,Parking,Parking Operating,Charges for Services,Parking Fees-Event,2000
FY20,Expense,Economic Development,Parking,Parking Operating,Supplies,Supplies,5000
FY20,Expense,Economic Development,Parking,Parking Operating,Supplies,Clothing,5000
FY20,Expense,Economic Development,Parking,Parking Operating,Personnel Services,Full Time Employees,44099
FY20,Expense,Economic Development,Parking,Parking Operating,Personnel Services,Time & One-half,500
FY20,Expense,Economic Development,Parking,Parking Operating,Personnel Services,Employers FICA,3424
FY20,Expense,Economic Development,Parking,Parking Operating,Personnel Services,Hospitalization Insurance,8460
FY20,Expense,Economic Development,Parking,Parking Operating,Personnel Services,Retiree Health Care-OPEB,3770
FY20,Expense,Economic Development,Parking,Parking Operating,Personnel Services,Retirement Fund Contribution,9977
FY20,Expense,Economic Development,Parking,Parking Operating,Personnel Services,Unemployment Compensation,72
FY20,Expense,Economic Development,Parking,Parking Operating,Other Services and Charges,Contract Employees-Temporary Services,300000
FY20,Expense,Economic Development,Parking,Parking Operating,Other Services and Charges,Equipment Rentals or Lease,4536
FY20,Expense,Economic Development,Parking,Parking Operating,Other Services and Charges,Fleet Management Equipment Charges,51886
FY20,Expense,Economic Development,Parking,Parking Operating,Supplies,Supplies,1000
FY20,Expense,Economic Development,Parking,Parking Operating,Personnel Services,Full Time Employees,16169
FY20,Expense,Economic Development,Parking,Parking Operating,Personnel Services,Acting Assignment,200
FY20,Expense,Economic Development,Parking,Parking Operating,Personnel Services,Employers FICA,1251
FY20,Expense,Economic Development,Parking,Parking Operating,Personnel Services,Hospitalization Insurance,4608
FY20,Expense,Economic Development,Parking,Parking Operating,Personnel Services,Retiree Health Care-OPEB,1383
FY20,Expense,Economic Development,Parking,Parking Operating,Personnel Services,Retirement Fund Contribution,3646
FY20,Expense,Economic Development,Parking,Parking Operating,Personnel Services,Unemployment Compensation,12
FY20,Expense,Economic Development,Parking,Parking Operating,Other Services and Charges,Contract Employees-Temporary Services,1000
FY20,Expense,Economic Development,Parking,Parking Operating,Other Services and Charges,Fees,7354
FY20,Expense,Economic Development,Parking,Parking Operating,Other Services and Charges,Maintenance Service,10000
FY20,Expense,Economic Development,Parking,Parking Operating,Other Services and Charges,Fleet Management Equipment Charges,2082
FY20,Revenue,Economic Development,Parking,Parking Operating,Charges for Services,Administration Services,-90000
FY20,Revenue,Economic Development,Parking,Parking Operating,Charges for Services,Parking Fees-Daily,210000
FY20,Revenue,Economic Development,Parking,Parking Operating,Charges for Services,Parking Fees-Event,10000
FY20,Revenue,Economic Development,Parking,Parking Operating,Charges for Services,Parking Fees-Trans to Owner,-110000
FY20,Expense,Economic Development,Parking,Parking Operating,Supplies,Supplies,20000
FY20,Expense,Economic Development,Parking,Parking Operating,Supplies,Clothing,5000
FY20,Expense,Economic Development,Parking,Parking Operating,Personnel Services,Full Time Employees,435819
FY20,Expense,Economic Development,Parking,Parking Operating,Personnel Services,Acting Assignment,500
FY20,Expense,Economic Development,Parking,Parking Operating,Personnel Services,Regular Hourly Rate,1000
FY20,Expense,Economic Development,Parking,Parking Operating,Personnel Services,Time & One-half,5000
FY20,Expense,Economic Development,Parking,Parking Operating,Personnel Services,Employers FICA,33835
FY20,Expense,Economic Development,Parking,Parking Operating,Personnel Services,Hospitalization Insurance,161664
FY20,Expense,Economic Development,Parking,Parking Operating,Personnel Services,Retiree Health Care-OPEB,37265
