Budget type,DEPARTMENT_NAME,DIVISION_NAME,ORG_NAME,ORG_DESC,FUND,FUND_NAME,ACCT_TYPE,ACCT_CAT,ACCT_CODE,ACCT_DESCR,AMOUNT
FY20,Facilities & Fleet Management,Facilities Management,333 Market-Fleet Facilities,2060 - 333 Market-Fleet Facilities,6310,Facilities Mgmt-Operating,Expense,Other Services and Charges,9340,Maintenance Service,80000
FY20,Facilities & Fleet Management,Facilities Management,1120 Monroe Complex Projects,3010 - 1120 Monroe Complex Projects,6311,Facilities Management-Capital,Expense,Capital Outlays,9750,Building,338029
FY20,Facilities & Fleet Management,Facilities Management,1120 Monroe Complex Projects,3010 - 1120 Monroe Complex Projects,6311,Facilities Management-Capital,Revenue,Charges for Services,6371,Building Maint Charges to Departments,338029
FY20,Facilities & Fleet Management,Facilities Management,City-County Complex Projects,3040 - City-County Complex Projects,6311,Facilities Management-Capital,Expense,Capital Outlays,9750,Building,109250
FY20,Facilities & Fleet Management,Facilities Management,City-County Complex Projects,3040 - City-County Complex Projects,6311,Facilities Management-Capital,Revenue,Charges for Services,6371,Building Maint Charges to Departments,109250
FY20,Facilities & Fleet Management,Facilities Management,City-County Complex 300 Monroe,2040 - City-County Complex 300 Monroe,6310,Facilities Mgmt-Operating,Expense,Supplies,7520,Supplies,60000
FY20,Facilities & Fleet Management,Facilities Management,City-County Complex 300 Monroe,2040 - City-County Complex 300 Monroe,6310,Facilities Mgmt-Operating,Expense,Personnel Services,7020,Full Time Employees,163354
FY20,Facilities & Fleet Management,Facilities Management,City-County Complex 300 Monroe,2040 - City-County Complex 300 Monroe,6310,Facilities Mgmt-Operating,Expense,Personnel Services,7055,Time & One-half,10000
FY20,Facilities & Fleet Management,Facilities Management,City-County Complex 300 Monroe,2040 - City-County Complex 300 Monroe,6310,Facilities Mgmt-Operating,Expense,Personnel Services,7105,Employers FICA,12488
FY20,Facilities & Fleet Management,Facilities Management,City-County Complex 300 Monroe,2040 - City-County Complex 300 Monroe,6310,Facilities Mgmt-Operating,Expense,Personnel Services,7110,Hospitalization Insurance,38496
FY20,Facilities & Fleet Management,Facilities Management,City-County Complex 300 Monroe,2040 - City-County Complex 300 Monroe,6310,Facilities Mgmt-Operating,Expense,Personnel Services,7115,Retiree Health Care-OPEB,12248
FY20,Facilities & Fleet Management,Facilities Management,City-County Complex 300 Monroe,2040 - City-County Complex 300 Monroe,6310,Facilities Mgmt-Operating,Expense,Personnel Services,7120,Retirement Fund Contribution,32432
FY20,Facilities & Fleet Management,Facilities Management,City-County Complex 300 Monroe,2040 - City-County Complex 300 Monroe,6310,Facilities Mgmt-Operating,Expense,Personnel Services,7135,Unemployment Compensation,204
FY20,Facilities & Fleet Management,Facilities Management,City-County Complex 300 Monroe,2040 - City-County Complex 300 Monroe,6310,Facilities Mgmt-Operating,Expense,Other Services and Charges,8400,Insurance Premiums,2523
FY20,Facilities & Fleet Management,Facilities Management,City-County Complex 300 Monroe,2040 - City-County Complex 300 Monroe,6310,Facilities Mgmt-Operating,Expense,Other Services and Charges,8500,Telephone,2000
FY20,Facilities & Fleet Management,Facilities Management,City-County Complex 300 Monroe,2040 - City-County Complex 300 Monroe,6310,Facilities Mgmt-Operating,Expense,Other Services and Charges,8505,Employee Phone Reimbursement,1000
FY20,Facilities & Fleet Management,Facilities Management,City-County Complex 300 Monroe,2040 - City-County Complex 300 Monroe,6310,Facilities Mgmt-Operating,Expense,Other Services and Charges,9180,Water,24823
FY20,Facilities & Fleet Management,Facilities Management,City-County Complex 300 Monroe,2040 - City-County Complex 300 Monroe,6310,Facilities Mgmt-Operating,Expense,Other Services and Charges,9200,Electricity,376400
FY20,Facilities & Fleet Management,Facilities Management,City-County Complex 300 Monroe,2040 - City-County Complex 300 Monroe,6310,Facilities Mgmt-Operating,Expense,Other Services and Charges,9210,Natural Gas,762
FY20,Facilities & Fleet Management,Facilities Management,City-County Complex 300 Monroe,2040 - City-County Complex 300 Monroe,6310,Facilities Mgmt-Operating,Expense,Other Services and Charges,9220,Steam,90000
FY20,Facilities & Fleet Management,Facilities Management,City-County Complex 300 Monroe,2040 - City-County Complex 300 Monroe,6310,Facilities Mgmt-Operating,Expense,Other Services and Charges,9340,Maintenance Service,226600
FY20,Facilities & Fleet Management,Facilities Management,City-County Complex 300 Monroe,2040 - City-County Complex 300 Monroe,6310,Facilities Mgmt-Operating,Expense,Other Services and Charges,9410,Equipment Rentals or Lease,2098
FY20,Facilities & Fleet Management,Facilities Management,City-County Complex 300 Monroe,2040 - City-County Complex 300 Monroe,6310,Facilities Mgmt-Operating,Expense,Other Services and Charges,9440,Fleet Management Equipment Charges,24100
FY20,Facilities & Fleet Management,Facilities Management,City-County Complex 300 Monroe,2040 - City-County Complex 300 Monroe,6310,Facilities Mgmt-Operating,Revenue,Charges for Services,6372,Building Maint Charges to County,604767
FY20,Facilities & Fleet Management,Facilities Management,Police Hdqtrs-1 Monroe Project,3120 - Police Hdqtrs-1 Monroe Project,6311,Facilities Management-Capital,Expense,Capital Outlays,9750,Building,71226
FY20,Facilities & Fleet Management,Facilities Management,Police Hdqtrs-1 Monroe Project,3120 - Police Hdqtrs-1 Monroe Project,6311,Facilities Management-Capital,Revenue,Charges for Services,6371,Building Maint Charges to Departments,71226
FY20,Facilities & Fleet Management,Facilities Management,Public Service Center Projects,3130 - Public Service Center Projects,6311,Facilities Management-Capital,Expense,Capital Outlays,9750,Building,177402
FY20,Facilities & Fleet Management,Facilities Management,Public Service Center Projects,3130 - Public Service Center Projects,6311,Facilities Management-Capital,Revenue,Charges for Services,6371,Building Maint Charges to Departments,177402
FY20,Technology & Change Management,Information Technology,Administration,1000 - Administration,6800,Information Tech-Operating,Expense,Supplies,7520,Supplies,5000
FY20,Technology & Change Management,Information Technology,Administration,1000 - Administration,6800,Information Tech-Operating,Expense,Supplies,7910,Subscriptions and Publications,6123
FY20,Technology & Change Management,Information Technology,Administration,1000 - Administration,6800,Information Tech-Operating,Expense,Personnel Services,7020,Full Time Employees,274560
FY20,Technology & Change Management,Information Technology,Administration,1000 - Administration,6800,Information Tech-Operating,Expense,Personnel Services,7105,Employers FICA,21000
FY20,Technology & Change Management,Information Technology,Administration,1000 - Administration,6800,Information Tech-Operating,Expense,Personnel Services,7110,Hospitalization Insurance,35400
FY20,Technology & Change Management,Information Technology,Administration,1000 - Administration,6800,Information Tech-Operating,Expense,Personnel Services,7115,Retiree Health Care-OPEB,23472
FY20,Technology & Change Management,Information Technology,Administration,1000 - Administration,6800,Information Tech-Operating,Expense,Personnel Services,7120,Retirement Fund Contribution,62124
FY20,Technology & Change Management,Information Technology,Administration,1000 - Administration,6800,Information Tech-Operating,Expense,Personnel Services,7135,Unemployment Compensation,372
FY20,Technology & Change Management,Information Technology,Administration,1000 - Administration,6800,Information Tech-Operating,Expense,Personnel Services,7175,Clothing-Car Allowance,900
FY20,Technology & Change Management,Information Technology,Administration,1000 - Administration,6800,Information Tech-Operating,Expense,Personnel Services,7199,Default Payroll-Comp Abs,12325
FY20,Technology & Change Management,Information Technology,Administration,1000 - Administration,6800,Information Tech-Operating,Expense,Other Services and Charges,8450,Claims,9183
FY20,Technology & Change Management,Information Technology,Administration,1000 - Administration,6800,Information Tech-Operating,Expense,Other Services and Charges,8500,Telephone,753
FY20,Technology & Change Management,Information Technology,Administration,1000 - Administration,6800,Information Tech-Operating,Expense,Other Services and Charges,8505,Employee Phone Reimbursement,525
FY20,Technology & Change Management,Information Technology,Administration,1000 - Administration,6800,Information Tech-Operating,Expense,Other Services and Charges,9100,Professional Development,5000
FY20,Technology & Change Management,Information Technology,Administration,1000 - Administration,6800,Information Tech-Operating,Expense,Other Services and Charges,9150,Memberships,1250
FY20,Technology & Change Management,Information Technology,Administration,1000 - Administration,6800,Information Tech-Operating,Expense,Other Services and Charges,9310,Equipment Repairs,20846
FY20,Technology & Change Management,Information Technology,Administration,1000 - Administration,6800,Information Tech-Operating,Expense,Other Services and Charges,9410,Equipment Rentals or Lease,6044
FY20,Technology & Change Management,Information Technology,Administration,1000 - Administration,6800,Information Tech-Operating,Expense,Other Services and Charges,9430,Buildings Rentals or Lease-Facility Mgmt,119143
FY20,Technology & Change Management,Information Technology,Administration,1000 - Administration,6800,Information Tech-Operating,Expense,Other Services and Charges,9440,Fleet Management Equipment Charges,3773
FY20,Technology & Change Management,Information Technology,Administration,1000 - Administration,6800,Information Tech-Operating,Expense,Other Services and Charges,9450,311 Call Center Services,569
FY20,Technology & Change Management,Information Technology,Administration,1000 - Administration,6800,Information Tech-Operating,Expense,Other Services and Charges,9470,Employee Parking,11714
FY20,Technology & Change Management,Information Technology,Administration,1000 - Administration,6800,Information Tech-Operating,Expense,Other Services and Charges,9510,A-87 Cost Allocation,6813
FY20,Technology & Change Management,Information Technology,FMS-Consultant,6100 - FMS-Consultant,6820,Financial Management System,Expense,Other Services and Charges,8010,Contractual Services,362934
FY20,Technology & Change Management,Information Technology,Cable Administration,3000 - Cable Administration,1010,General Fund Operating,Expense,Supplies,7520,Supplies,500
FY20,Technology & Change Management,Information Technology,Cable Administration,3000 - Cable Administration,1010,General Fund Operating,Expense,Personnel Services,7020,Full Time Employees,83760
FY20,Technology & Change Management,Information Technology,Cable Administration,3000 - Cable Administration,1010,General Fund Operating,Expense,Personnel Services,7105,Employers FICA,6411
FY20,Technology & Change Management,Information Technology,Cable Administration,3000 - Cable Administration,1010,General Fund Operating,Expense,Personnel Services,7110,Hospitalization Insurance,15396
FY20,Technology & Change Management,Information Technology,Cable Administration,3000 - Cable Administration,1010,General Fund Operating,Expense,Personnel Services,7115,Retiree Health Care-OPEB,7163
FY20,Technology & Change Management,Information Technology,Cable Administration,3000 - Cable Administration,1010,General Fund Operating,Expense,Personnel Services,7120,Retirement Fund Contribution,18959
FY20,Technology & Change Management,Information Technology,Cable Administration,3000 - Cable Administration,1010,General Fund Operating,Expense,Personnel Services,7135,Unemployment Compensation,120
FY20,Technology & Change Management,Information Technology,Cable Administration,3000 - Cable Administration,1010,General Fund Operating,Expense,Other Services and Charges,8011,Contract Employees-Temporary Services,78000
FY20,Technology & Change Management,Information Technology,Cable Administration,3000 - Cable Administration,1010,General Fund Operating,Expense,Other Services and Charges,8450,Claims,1501
FY20,Technology & Change Management,Information Technology,Cable Administration,3000 - Cable Administration,1010,General Fund Operating,Expense,Other Services and Charges,8505,Employee Phone Reimbursement,420
FY20,Technology & Change Management,Information Technology,Cable Administration,3000 - Cable Administration,1010,General Fund Operating,Expense,Other Services and Charges,9110,Other Travel & Training,2000
FY20,Technology & Change Management,Information Technology,Cable Administration,3000 - Cable Administration,1010,General Fund Operating,Expense,Other Services and Charges,9150,Memberships,450
FY20,Technology & Change Management,Information Technology,Cable Administration,3000 - Cable Administration,1010,General Fund Operating,Expense,Other Services and Charges,9430,Buildings Rentals or Lease-Facility Mgmt,36628
FY20,Technology & Change Management,Information Technology,Cable Administration,3000 - Cable Administration,1010,General Fund Operating,Expense,Other Services and Charges,9470,Employee Parking,2988
FY20,Technology & Change Management,Information Technology,IT Projects-Capital Fund,5000 - IT Projects-Capital Fund,6810,Information Technology-Capital,Expense,Capital Outlays,9760,Equipment,448128
FY20,Technology & Change Management,Information Technology,IT Projects-Capital Fund,5000 - IT Projects-Capital Fund,6810,Information Technology-Capital,Revenue,Charges for Services,6262,Data Processing Service Charges,776892
FY20,Technology & Change Management,Information Technology,Capital Projects-CABLE TV,9000 - Capital Projects-CABLE TV,4010,Capital Improvement,Expense,Other Services and Charges,8010,Contractual Services,569022
FY20,Technology & Change Management,Information Technology,Capital Projects-CABLE TV,9000 - Capital Projects-CABLE TV,4010,Capital Improvement,Revenue,Other Revenues,6741,Unrestricted Contributions,569022
