Fiscal Year,Account Type,Department,Division,Fund Description,Account Category,Account Description,Amount
FY19,Revenue,Public Services,Refuse,Refuse Collection,Charges for Services,Refuse-Carts,20000
FY19,Revenue,Public Services,Refuse,Refuse Collection,Charges for Services,Refuse-Carts,5500
FY19,Revenue,Public Services,Parks and Recreation,Parks & Recreation,Charges for Services,Service Fees-General,52000
FY19,Revenue,Public Services,Parks and Recreation,Parks & Recreation,Charges for Services,Sale of Scrap Material,500
FY19,Revenue,Public Services,Golf Course,Golf Course,Charges for Services,Sales-General,1500
FY19,Revenue,Public Services,Golf Course,Golf Course,Charges for Services,Recreation Registration Fees,395580
FY19,Revenue,Public Services,Golf Course,Golf Course,Investment Income & Rentals,Rentals-Facilities,1500
FY19,Revenue,Public Services,Golf Course,Golf Course,Charges for Services,Sales-General,17361
FY19,Revenue,Public Services,Golf Course,Golf Course,Charges for Services,Admissions,14500
FY19,Revenue,Public Services,Golf Course,Golf Course,Charges for Services,Concessions,79134
FY19,Revenue,Public Services,Golf Course,Golf Course,Charges for Services,Sales-General,143188
FY19,Revenue,Public Services,Golf Course,Golf Course,Charges for Services,Recreation Registration Fees,77500
FY19,Revenue,Public Services,Stormwater,General Fund Operating,State Grants,MI Dept of Environmental Quality,229365
FY19,Revenue,Public Services,Streets,Major Streets,Other Financing Sources,Operating Transfers-Misc,160000
FY19,Revenue,Public Services,Streets,Local Streets,Other Financing Sources,Operating Transfers-Misc,40000
FY19,Revenue,Public Services,Traffic Safety,Major Streets,Charges for Services,Signal System Maintenance,675000
FY19,Revenue,Public Services,Traffic Safety,Major Streets,Charges for Services,Signal System Improvement,435000
FY19,Revenue,Public Services,Traffic Safety,Major Streets,Charges for Services,Sale of Scrap Material,1600
FY19,Revenue,Public Services,Traffic Safety,Major Streets,Investment Income & Rentals,Rentals-Facilities,85000
FY19,Revenue,Public Services,Traffic Safety,Major Streets,Other Revenues,Claims-Damage-Accident Billings,20000
FY19,Revenue,Public Services,Traffic Safety,Major Streets,Federal Grants,Dept Transportation-Pass Thru,420000
FY19,Revenue,Public Services,Parks and Recreation,Parks & Recreation,Other Financing Sources,Operating Transfers-Subsidy,397567
FY19,Revenue,Public Services,Parks and Recreation,Parks & Recreation,Other Financing Sources,Operating Transfers-Misc,100000
FY19,Revenue,Public Services,Cemetery,Cemetery Operating,Charges for Services,Service Fees-General,3500
FY19,Revenue,Public Services,Cemetery,Cemetery Operating,Charges for Services,Cemeteries Foundations,15000
FY19,Revenue,Public Services,Cemetery,Cemetery Operating,Charges for Services,Cemeteries Burials,174000
FY19,Revenue,Public Services,Cemetery,Cemetery Operating,Charges for Services,Cemetery Lot Sales,50000
FY19,Revenue,Public Services,Cemetery,Cemetery Operating,Other Financing Sources,Operating Transfers-Capital Projects,1500
FY19,Revenue,Public Services,Cemetery,Cemetery Operating,Charges for Services,Service Fees-General,500
FY19,Revenue,Public Services,Cemetery,Cemetery Operating,Charges for Services,Cemeteries Foundations,1000
FY19,Revenue,Public Services,Cemetery,Cemetery Operating,Charges for Services,Cemeteries Burials,5000
FY19,Revenue,Public Services,Cemetery,Cemetery Operating,Charges for Services,Sales-General,1000
FY19,Revenue,Public Services,Cemetery,Cemetery Operating,Other Financing Sources,Operating Transfers-Capital Projects,500
FY19,Revenue,Public Services,Cemetery,Cemetery Operating,Charges for Services,Service Fees-General,2800
FY19,Revenue,Public Services,Cemetery,Cemetery Operating,Charges for Services,Cemeteries Foundations,8848
FY19,Revenue,Public Services,Cemetery,Cemetery Operating,Charges for Services,Cemeteries Burials,50000
FY19,Revenue,Public Services,Cemetery,Cemetery Operating,Charges for Services,Cemetery Lot Sales,8000
FY19,Revenue,Public Services,Cemetery,Cemetery Operating,Other Financing Sources,Operating Transfers-Capital Projects,1500
FY19,Revenue,Public Services,Cemetery,Cemetery Operating,Charges for Services,Cemeteries Foundations,1350
FY19,Revenue,Public Services,Cemetery,Cemetery Operating,Charges for Services,Cemeteries Burials,10000
FY19,Revenue,Public Services,Cemetery,Cemetery Operating,Other Financing Sources,Operating Transfers-Capital Projects,500
FY19,Revenue,Public Services,Cemetery,Cemetery Operating,Charges for Services,Service Fees-General,3000
FY19,Revenue,Public Services,Cemetery,Cemetery Operating,Charges for Services,Cemeteries Foundations,5500
FY19,Revenue,Public Services,Cemetery,Cemetery Operating,Charges for Services,Cemeteries Burials,33000
FY19,Revenue,Public Services,Cemetery,Cemetery Operating,Charges for Services,Sales-General,100
FY19,Revenue,Public Services,Cemetery,Cemetery Operating,Other Financing Sources,Operating Transfers-Capital Projects,1000
FY19,Revenue,Public Services,Cemetery,Cemetery Operating,Charges for Services,Service Fees-General,15200
FY19,Revenue,Public Services,Cemetery,Cemetery Operating,Charges for Services,Cemeteries Foundations,30000
FY19,Revenue,Public Services,Cemetery,Cemetery Operating,Charges for Services,Cemeteries Burials,245000
FY19,Revenue,Public Services,Cemetery,Cemetery Operating,Charges for Services,Cemetery Lot Sales,52000
FY19,Revenue,Public Services,Cemetery,Cemetery Operating,Other Financing Sources,Operating Transfers-Capital Projects,4000
FY19,Revenue,Public Services,Parks and Recreation,Parks & Recreation,Charges for Services,Concessions,7300
FY19,Revenue,Public Services,Parks and Recreation,Parks & Recreation,Charges for Services,Recreation Registration Fees,66250
FY19,Revenue,Public Services,Parks and Recreation,Parks & Recreation,Investment Income & Rentals,Rentals-Facilities,900
FY19,Revenue,Public Services,Parks and Recreation,Parks & Recreation,Charges for Services,Recreation Registration Fees,19016
FY19,Revenue,Public Services,Traffic Safety,Major Streets,Charges for Services,Street Services,900
FY19,Revenue,Public Services,Traffic Safety,Major Streets,Other Revenues,Claims-Damage-Accident Billings,15000
FY19,Revenue,Public Services,Stormwater,General Fund Operating,Licenses & Permits,LUDS Permits-Land & Use Develop,308771
FY19,Revenue,Public Services,Stormwater,General Fund Operating,Charges for Services,LUDS Fee-Land Use & Develop,37056
FY19,Revenue,Public Services,Stormwater,General Fund Operating,Charges for Services,LUDS Enforcement Fees,28016
FY19,Revenue,Public Services,Traffic Safety,Major Streets,Charges for Services,Street Services,195000
FY19,Revenue,Public Services,Parks and Recreation,Parks & Recreation,Charges for Services,Special Event Fees,25000
FY19,Revenue,Public Services,Parks and Recreation,Parks & Recreation,Other Revenues,Restricted Contributions,25000
FY19,Revenue,Public Services,Parks and Recreation,Parks & Recreation,Investment Income & Rentals,Rentals-Facilities,69435
FY19,Revenue,Public Services,Parks and Recreation,Parks & Recreation,Charges for Services,Recreation Registration Fees,84200
FY19,Revenue,Public Services,Parks and Recreation,Parks & Recreation,Charges for Services,Recreation Registration Fees,57550
FY19,Revenue,Public Services,Parks and Recreation,Parks & Recreation,Charges for Services,Recreation Registration Fees,2520
FY19,Revenue,Public Services,Parks and Recreation,Parks & Recreation,Charges for Services,Recreation Registration Fees,80500
FY19,Revenue,Public Services,Parks and Recreation,Parks & Recreation,Charges for Services,Concessions,750
FY19,Revenue,Public Services,Parks and Recreation,Parks & Recreation,Charges for Services,Admissions,71000
FY19,Revenue,Public Services,Parks and Recreation,Parks & Recreation,Charges for Services,Recreation Registration Fees,1750
FY19,Revenue,Public Services,Parks and Recreation,Parks & Recreation,Other Revenues,Restricted Contributions,1000
FY19,Revenue,Public Services,Parks and Recreation,Parks & Recreation,Licenses & Permits,Miscellaneous Permits,62935
FY19,Revenue,Public Services,Parks and Recreation,Parks & Recreation,Charges for Services,Special Event Billings Labor,4033
FY19,Revenue,Public Services,Parks and Recreation,Parks & Recreation,Charges for Services,Special Event Services,75000
FY19,Revenue,Public Services,Parks and Recreation,Parks & Recreation,Investment Income & Rentals,Rentals-Facilities,60730
FY19,Revenue,Public Services,Parks and Recreation,Parks & Recreation,Investment Income & Rentals,Rentals-Equipment,47504
FY19,Revenue,Public Services,Parks and Recreation,Parks & Recreation,Other Financing Sources,Operating Transfers-Subsidy,287500
FY19,Revenue,Public Services,Streets,Vital Streets-Local,Other Financing Sources,Operating Transfers-Misc,959966
FY19,Revenue,Public Services,Streets,Vital Str Cap-Non Bond,Other Financing Sources,Operating Transfers-Capital Projects,493008
FY19,Revenue,Public Services,Water,WSS Revenue Bonds 2018,Other Financing Sources,Proceeds from Sale of Bonds-Notes,26021000
FY19,Revenue,Public Services,Stormwater,Capital Improvement,Other Financing Sources,Proceeds from Sale of Bonds-Notes,6399328
FY19,Revenue,Public Services,Environmental Services,2018 SDS Revenue Bonds,Other Financing Sources,Proceeds from Sale of Bonds-Notes,4800000
FY19,Revenue,Public Services,Water,Water Replacement,Other Financing Sources,Operating Transfers-Capital Projects,11977000
FY19,Revenue,Public Services,Stormwater,Capital Improvement,Other Financing Sources,Operating Transfers-Capital Projects,826398
FY19,Revenue,Public Services,Parks and Recreation,Capital Improvement,Other Financing Sources,Operating Transfers-Capital Projects,50000
FY19,Revenue,Public Services,Environmental Services,Sewer Improvement,Other Financing Sources,Operating Transfers-Capital Projects,20056500
FY19,Revenue,Public Services,Street Lighting,Capital Improvement,Other Financing Sources,Proceeds from Sale of Bonds-Notes,10000000
FY19,Revenue,Public Services,Traffic Safety,Capital Improvement,Other Financing Sources,Operating Transfers-Capital Projects,83500
FY19,Revenue,Public Services,Streets,Vital Str Cap-Non Bond,Other Financing Sources,Operating Transfers-Capital Projects,1427720
FY19,Revenue,Public Services,Streets,Vital Str Cap-Non Bond,Other Financing Sources,Operating Transfers-Capital Projects,440000
FY19,Revenue,Public Services,Streets,Vital Str Cap-Non Bond,Other Financing Sources,Operating Transfers-Capital Projects,959966
FY19,Revenue,Public Services,Streets,Vital Str Cap-Non Bond,Other Financing Sources,Operating Transfers-Capital Projects,70000
FY19,Revenue,Public Services,Streets,Vital Str Cap-Non Bond,Other Financing Sources,Operating Transfers-Capital Projects,277000
FY19,Revenue,Retirement Activities,Retiree Health Care,General Retiree Health Care Fund,Charges for Services,Health Ins-Inactive,5288487
FY19,Revenue,Retirement Activities,Retiree Health Care,Police Officer Retiree Health,Charges for Services,Health Ins-Inactive,3841765
FY19,Revenue,Retirement Activities,Retiree Health Care,Firefighter Retiree Health Care,Charges for Services,Health Ins-Inactive,2863499
FY19,Revenue,Retirement Activities,Retiree Health Care,Library Retiree Health Care Fund,Charges for Services,Health Ins-Inactive,33439
FY19,Revenue,Retirement Activities,Retiree Health Care,General Retiree Health Care Fund,Charges for Services,Retiree Contribution-Health Care,811368
FY19,Revenue,Retirement Activities,Retiree Health Care,Police Officer Retiree Health,Charges for Services,Retiree Contribution-Health Care,258369
FY19,Revenue,Retirement Activities,Retiree Health Care,Firefighter Retiree Health Care,Charges for Services,Retiree Contribution-Health Care,335426
FY19,Revenue,Retirement Activities,Retiree Health Care,General Retiree Health Care Fund,Investment Income & Rentals,Investment Gains & Losses,447445
FY19,Revenue,Retirement Activities,Retiree Health Care,Police Officer Retiree Health,Investment Income & Rentals,Investment Gains & Losses,1632681
FY19,Revenue,Retirement Activities,Retiree Health Care,Firefighter Retiree Health Care,Investment Income & Rentals,Investment Gains & Losses,894111
FY19,Revenue,Retirement Activities,Retiree Health Care,General Retiree Health Care Fund,Charges for Services,Health Ins-Inactive,908000
FY19,Revenue,Retirement Activities,Retiree Health Care,Police Officer Retiree Health,Charges for Services,Health Ins-Inactive,252000
FY19,Revenue,Retirement Activities,Retiree Health Care,Firefighter Retiree Health Care,Charges for Services,Health Ins-Inactive,110000
FY19,Revenue,Retirement Activities,Retiree Health Care,Library Retiree Health Care Fund,Charges for Services,Health Ins-Inactive,78500
FY19,Revenue,Technology & Change Management,Information Technology,Information Tech-Operating,Charges for Services,Data Processing Service Charges,5680754
